case,cores,a_new_makespan,b_makespan,b_speedup,b_added_bytes,b_copy_amplification,b_active,b_groups,b_source,b_peak_L1,b_peak_UB,b_calls,b_valid,b_errors,b_cycle_errors,l2_makespan,l2_speedup,paired_makespan,cache_gain,paired_hit_rate,selected_hit_rate,selected_added_bytes,selected_source,l2_extra_search_gain,l2_calls,l2_errors
case_049,4,160224,113164,1.7344385140150578,1975850,13.95299593549233,4,1075,local1_fixed_4_merge_996_1003,19968,24704,72,52,20,15,112850,1.7392645104120514,112965,1.0017616075775684,0.1373485247061056,0.1373485247061056,1975850,local1_paired_b_plan_split_996_2,1.0010190518387239,73,18
case_049,5,160242,107178,1.8313086640915113,2092300,14.71640225514619,5,1075,local1_fixed_4_merge_994_1003,15392,24704,72,53,19,13,106724,1.8390989842959409,106840,1.0031636091351555,0.17714402518294428,0.17714402518294428,2092300,local1_paired_b_plan_split_994_2,1.0010869157827669,73,17
case_050,2,108121,98961,1.5126160810824467,552730,2.730656029257051,2,569,local1_fixed_8_merge_546_547,19968,73752,72,47,25,7,98100,1.5258919469928645,98961,1.0,0.17586190000796212,0.17586190000796212,552730,local1_paired_b_plan_merge_554_555,1.008776758409786,73,23
case_050,3,108134,85281,1.7552561531876971,719356,3.252379640298582,3,569,local1_fixed_8_merge_546_547,17440,57348,72,48,24,11,83434,1.7941127118440923,85235,1.0005396844019476,0.2060445181507845,0.2060445181507845,719356,local1_paired_b_plan_merge_546_548,1.021585924203562,73,22
case_050,4,108147,81132,1.845017995365577,840606,3.63202620109213,4,569,local1_fixed_8_merge_554_555,17440,57350,72,49,23,6,80290,1.8643666708182838,81019,1.0013947345684346,0.22999796189235808,0.22999796189235808,840606,local1_paired_b_plan_merge_546_547,1.0090795864989413,73,21
case_050,5,108160,80165,1.8672737478949666,1570256,5.916637443013877,5,1139,fixed_4,12544,57350,72,50,22,12,79346,1.8865475260252564,79355,1.0102072963266335,0.29288522452635113,0.29233079840411197,1574864,local1_b_candidate_local1_fixed_4_merge_1090_1092_move_1006_1_0,1.0001134272679153,73,20
case_051,2,357955,319230,1.903417598596623,394084,2.002202340686337,2,1416,fixed_1,393216,65546,72,42,30,10,318398,1.9083913843679923,318398,1.0026130817404633,0.49972422242160675,0.49972422242160675,394084,b_candidate_local1_fixed_1_merge_0_1,1.0,73,28
case_051,3,291222,239805,2.5338420800233523,591348,2.5038680833532543,3,1416,local1_fixed_1_swap_0_15,262144,65542,72,43,29,12,239479,2.5372913700157427,239488,1.0013236571352218,0.5995820297173619,0.5995820297173619,591348,local1_b_candidate_fixed_1_swap_0_17,1.0000375815833538,73,30
case_051,4,254308,194257,3.1279593528161147,722708,2.8379321394239327,4,1416,local1_fixed_1_swap_0_3,196608,65540,72,42,30,13,191063,3.180249446517641,191063,1.0167169991050073,0.6466155703316,0.6466155703316,722708,local1_paired_b_plan_merge_0_1,1.0,73,28
case_051,5,253856,171113,3.5510335275519687,526008,2.337700715633567,5,1416,fixed_1,196608,65538,72,40,32,13,167939,3.6181470653034733,167939,1.0188997195410239,0.5710437255815777,0.5710437255815777,526008,b_candidate_local1_fixed_1_merge_0_1,1.0,73,31
case_052,2,90903,96382,1.8706916229171422,1078496,2.331141292810206,2,13,local1_adaptive_reuse_72_merge_6_7,260608,130128,72,53,19,1,94054,1.9169944925255704,96382,1.0,0.08571420464379857,0.08219170228440875,1055968,local1_b_candidate_local2_adaptive_reuse_72_split_4_1_merge_6_8,1.024751738363068,73,18
case_052,3,61071,78412,2.2994057032086928,1295496,2.5989750729445915,3,504,local1_fixed_2_move_412_1_105,92160,28682,72,47,25,5,75831,2.377668763434479,76784,1.0212023338195457,0.1747533572795094,0.16160968455803434,1265544,local1_paired_b_plan_move_412_2_0,1.0125674196568686,73,23
case_052,4,45610,60035,3.003264762222037,2042632,3.521132949232539,4,41,local1_adaptive_reuse_24_move_1_0_0,147968,119808,72,60,12,5,59258,3.0426440311856626,59641,1.0066061937257926,0.08023567574724438,0.08023567574724438,2042632,local1_paired_b_plan_swap_0_2,1.0064632623443248,73,12
case_052,5,37387,54289,3.321133194569802,1358194,2.6763605215476596,5,504,local1_fixed_2_move_391_4_64,73728,32776,72,57,15,3,51546,3.4978659837814767,52011,1.0437984272557728,0.27309011530074545,0.256104774650911,1388146,local1_paired_b_plan_move_405_0_72,1.009021068560121,73,18
case_053,2,731495,752819,1.9562285223938292,6103358,3.03765314053273,2,61,local1_a_selected_move_9_0_0,521056,63604,44,41,3,2,726965,2.025800416801359,740370,1.016814565690128,0.4635877756020376,0.4432488661921393,5499288,local1_b_candidate_local1_a_selected_move_1_0_0_split_0_2,1.0184396772884527,45,5
case_053,3,542159,531222,2.772260937988261,6268248,3.0927029387491287,3,61,local1_a_selected_move_3_0_0,524000,63612,44,42,2,0,513410,2.868440427728326,514793,1.0319137983616715,0.39324125405032034,0.3568058417894948,6476794,local1_paired_b_plan_move_39_0_2,1.0026937535303169,45,0
case_053,4,492232,499360,2.949146908042294,6087544,3.032373514667037,4,61,local1_a_selected_move_1_3_0,524000,63612,44,42,2,0,466231,3.1587045906428357,499360,1.0,0.38600586975248624,0.49208967244636354,6689374,local1_b_candidate_local1_a_selected_move_1_3_1_move_9_2_0,1.071057051118437,45,0
case_053,5,492232,510618,2.884124727291243,7257418,3.4229449722363925,5,244,local1_a_selected_move_240_0_9,519008,58262,44,39,5,5,488581,3.0142105403198243,499971,1.021295235123637,0.641654124358648,0.640726686054812,7406892,local1_b_candidate_local1_a_selected_move_240_4_9_move_199_0_9,1.0233124087919916,45,6
case_054,2,517960,733161,1.111694430009234,840102,1.523012234510134,2,985,local1_fixed_16_move_966_0_586,278528,35382,44,33,11,11,733057,1.1118521479230128,733057,1.0001418716416322,0.049804332217523284,0.049804332217523284,840102,local1_paired_b_plan_split_962_1,1.0,45,13
case_054,3,517960,702326,1.1605023877800338,4624260,3.8788701319075924,3,3939,local1_fixed_4_split_3842_2,294912,29494,44,28,16,16,702081,1.1609073596921153,702081,1.0003489625840893,0.1047991702575667,0.1047991702575667,4624260,local1_paired_b_plan_split_3843_1,1.0,45,15
case_054,4,517986,629719,1.2943090489567568,10510422,7.543347469550687,4,15751,local1_fixed_1_move_15373_3_1705,90112,19430,44,39,5,3,624299,1.305545900281756,625534,1.0066902838215028,0.15349824285440136,0.15128651325350004,10494038,local1_b_candidate_local1_fixed_1_move_15369_3_1705_swap_0_1,1.0019782187701727,45,5
case_054,5,518015,577017,1.4125251075791527,11141064,7.935958701991439,5,15751,local1_fixed_1_swap_0_1,114688,13238,44,39,5,5,570293,1.4291793867362916,570293,1.011790430533077,0.17604971669072145,0.17604971669072145,11141064,local1_paired_b_plan_merge_15371_15381,1.0,45,5
case_055,2,64461,76616,1.551046778740733,49240,1.0786820280915932,2,76,local1_a_selected_merge_0_2,52224,110596,72,51,21,8,72160,1.6468264966740576,76616,1.0,0.0,0.024350514238154687,77912,local1_paired_b_plan_move_3_1_0,1.0617516629711752,73,19
case_055,3,45305,66631,1.783479161351323,786250,2.2563717422220804,3,618,fixed_2,57344,53250,72,47,25,11,65906,1.803098352198586,65906,1.0110005158862623,0.261826159291458,0.261826159291458,786250,b_candidate_local1_fixed_2_merge_0_1,1.0,73,21
case_055,4,38408,64285,1.8485649840553784,1561558,3.495258944408047,4,1236,fixed_1,49152,28678,72,44,28,8,61652,1.927512489456952,61776,1.0406144781144782,0.3951603231233614,0.39237065504897695,1545174,local1_b_candidate_local1_fixed_1_merge_13_20_move_13_2_0,1.0020112891714785,73,26
case_055,5,30298,62151,1.9120368135669579,553236,1.8840318946645147,5,154,local1_a_selected_move_6_1_0,57344,57352,72,50,22,9,59323,2.003185948114559,61615,1.0086991803943846,0.14208873480564901,0.3827937990639484,1652230,local1_fixed_1_swap_0_2,1.0386359422146554,73,22
case_056,2,265710,243718,1.137728850556791,207102,1.9345758122743681,2,480,local1_fixed_16_move_468_1_218,40032,61476,44,34,10,10,243717,1.1377335187943394,243718,1.0,0.09892044258345224,0.09892044258345224,207102,local1_paired_b_plan_split_469_2,1.0000041031196019,45,12
case_056,3,265710,245013,1.1317154599960002,282300,2.273916967509025,3,480,fixed_16,40032,61476,44,30,14,14,245013,1.1317154599960002,245013,1.0,0.08268621682020612,0.08268621682020612,282300,b_candidate_local1_fixed_16_split_106_1,1.0,45,12
case_056,4,265728,244131,1.1358041379423343,384936,2.737075812274368,4,480,local1_fixed_16_move_468_0_150,35936,61476,44,36,8,8,244130,1.135808790398558,244131,1.0,0.1494480585715257,0.1494480585715257,384936,local1_b_candidate_local1_fixed_16_move_468_2_12_split_469_2,1.0000040961782657,45,8
case_056,5,265746,245173,1.1309769020242848,311334,2.404936823104693,5,480,fixed_16,37984,61476,44,34,10,10,245173,1.1309769020242848,245173,1.0,0.1104466236471724,0.1104466236471724,311334,b_candidate_local1_fixed_16_split_106_1,1.0,45,8
case_057,2,30183,42570,1.403006812309138,590690,2.72484377737546,2,865,fixed_1,17280,81924,72,36,36,14,42570,1.403006812309138,42570,1.0,0.2175153781011483,0.2175153781011483,590690,b_candidate_local1_fixed_1_merge_103_104,1.0,73,34
case_057,3,20705,35627,1.6764251831476127,888864,3.5955264848449455,3,865,local1_fixed_1_swap_0_17,17280,40964,72,40,32,14,34459,1.7332482080153226,34459,1.0338953538988362,0.41647093747430114,0.41647093747430114,888864,b_candidate_fixed_1,1.0,73,33
case_057,4,16485,42977,1.3897200828350047,1168840,4.413070139578345,4,865,fixed_1,17280,40962,72,40,32,14,39699,1.504471145368901,39699,1.082571349404267,0.43249179967772444,0.43249179967772444,1168840,b_candidate_local1_fixed_1_merge_107_108,1.0,73,31
case_057,5,14028,43503,1.3729168103349194,1356520,4.961104946563102,5,865,local1_fixed_1_swap_0_17,12672,32772,72,42,30,17,37958,1.5734759470994257,37984,1.1452980202190397,0.4502873999131867,0.4502873999131867,1356520,local1_paired_b_plan_swap_0_8,1.0006849675957636,73,27
case_058,2,2233461,2273222,1.9970407641664563,60686336,8.914529914529915,2,1036,local1_fixed_16_move_9_0_0,524288,0,44,34,10,0,2264639,2.0046095647032485,2272776,1.0001962357927046,0.043894466495447114,0.0410958904109589,60616704,local1_paired_b_plan_move_17_0_0,1.0035930671511,45,10
case_058,3,1499428,1598885,2.8393017634163806,66191360,9.632478632478632,3,1036,local1_fixed_16_move_13_2_0,524288,0,44,34,10,4,1580392,2.8725259302755264,1588702,1.0064096350353937,0.08159322285799213,0.07503896682253396,66322432,local1_b_candidate_local1_fixed_16_split_9_1_split_17_2,1.0052581891075125,45,10
case_058,4,1172561,1370747,3.311856236052313,67870720,9.851495726495726,4,1036,local1_fixed_16_move_17_2_0,524288,0,44,34,10,4,1312068,3.459970824682867,1325612,1.03404842442585,0.09313406974225688,0.10369246332827517,67756032,local1_b_candidate_local1_fixed_16_move_5_2_0_move_41_2_0,1.0103226357170512,45,10
case_058,5,1130935,1089907,4.165233363947566,31735808,5.138888888888889,5,345,local1_a_selected_move_4_1_0,524288,0,44,44,0,0,1069328,4.24539243337872,1089373,1.0004901902286911,0.07526766595289079,0.4192900908514684,32378880,local1_b_candidate_local1_a_selected_move_4_2_0_move_8_3_0,1.0187454176828812,45,0
case_059,2,369318,369318,2.2459587672412393,360448,1.2682926829268293,2,1376,fixed_2,421888,0,72,48,24,0,369318,2.2459587672412393,369318,1.0,0.0,0.0,360448,b_candidate_fixed_4,1.0,73,12
case_059,3,266217,264654,3.1341789657439523,3080192,3.292682926829268,3,1376,local1_fixed_2_move_129_2_0,524288,0,72,48,24,0,261917,3.1669307452360864,261917,1.0104498753421887,0.7169625246548323,0.7169625246548323,3080192,local1_paired_b_plan_merge_0_1,1.0,73,24
case_059,4,185216,185216,4.478408992743607,1081344,1.8048780487804879,4,1376,fixed_2,241664,0,72,48,24,0,185216,4.478408992743607,185216,1.0,0.0,0.0,1081344,b_candidate_fixed_4,1.0,73,12
case_059,5,150782,164161,5.052801822600983,4124672,4.070121951219512,5,1376,local1_fixed_2_move_215_3_0,524288,0,72,48,24,0,161947,5.121879380291083,162776,1.0085086253501745,0.7033096926713948,0.7257683215130024,4132864,local1_paired_b_plan_move_473_4_0,1.0051189586716642,73,24
case_060,2,463887,481316,1.8465810403144711,6568276,4.129231645836172,2,331,local1_fixed_16_move_171_1_0,524288,131072,44,35,9,4,481309,1.8466078963825734,481309,1.000014543671529,0.1583155224168753,0.1583155224168753,6568276,local1_paired_b_plan_split_104_1,1.0,45,7
case_060,3,310745,354366,2.508110258884882,8084852,4.8517526867479175,3,332,local1_fixed_16_split_93_1,519168,131072,44,36,8,4,354205,2.5092502929094733,354277,1.000251215856519,0.2112166847554074,0.20251374880642545,7984500,local1_paired_b_plan_move_112_2_0,1.0002032721164298,45,6
case_060,4,241329,310016,2.8669133206028077,8444360,5.0230280427974,4,331,local1_fixed_16_move_123_3_0,468992,131072,44,40,4,2,301420,2.948672948045916,308058,1.0063559459582287,0.2094823736677309,0.19988549913059223,8421832,local1_b_candidate_local1_fixed_16_move_123_3_43_move_112_1_0,1.022022427178024,45,3
case_060,5,196099,269460,3.2984079269650413,9330132,5.445023978016261,5,331,local1_fixed_16_move_93_2_19,478208,131072,44,40,4,4,258665,3.4360620880289177,261817,1.0291921456589908,0.21944459047832704,0.20737485868117964,9316820,local1_b_candidate_local1_fixed_16_move_97_2_0_move_126_2_0,1.0121856455260665,45,3
case_061,2,42478,55761,1.3843187891178421,501564,1.9216741273236455,2,558,local1_fixed_2_move_8_1_0,48000,16400,72,51,21,6,55487,1.3911546848811434,55731,1.000538300048447,0.07083477952723416,0.06356148835252359,488764,local1_paired_b_plan_move_14_0_0,1.0043974264242075,73,21
case_061,3,30303,44275,1.7434443817052512,160904,1.2956772291928524,3,69,local1_a_selected_move_3_2_0,51200,34832,72,53,19,5,42697,1.8078787736843338,44275,1.0,0.04971352580753408,0.07240252355356566,193672,local1_paired_b_plan_move_52_2_3,1.0369581001007095,73,19
case_061,4,24024,35693,2.16263693161124,135340,1.2487008166295472,4,69,local1_a_selected_move_6_3_0,48000,34826,72,54,18,6,35693,2.16263693161124,35693,1.0,0.0,0.0,135340,local1_paired_b_plan_merge_0_1,1.0,73,15
case_061,5,22283,35523,2.1729865157785095,217596,1.3998544620609055,5,69,local1_a_selected_move_2_3_0,41600,36880,72,51,21,9,35378,2.1818927016790095,35523,1.0,0.0,0.07041902252528483,217596,local1_paired_b_plan_split_0_1,1.0040985923455255,73,13
case_062,2,1534068,1564275,1.8250045548257179,11046912,1.824297994269341,2,52,fixed_384,7680,130560,44,39,5,0,1564275,1.8250045548257179,1564275,1.0,0.0,0.0,11046912,b_candidate_local1_fixed_384_merge_0_2,1.0,45,5
case_062,3,1050069,1071447,2.664442571587769,10063872,1.750945558739255,3,25,a_selected,7680,130560,44,41,3,0,1071447,2.664442571587769,1071447,1.0,0.0,0.0,10063872,b_candidate_fixed_768,1.0,45,3
case_062,4,838845,818747,3.4868023943904527,10423296,1.7777650429799428,4,103,local1_fixed_192_move_11_1_0,12288,130560,44,42,2,2,818747,3.4868023943904527,818747,1.0,0.0,0.0,10423296,b_candidate_local1_fixed_192_move_3_1_0,1.0,45,4
case_062,5,697924,697244,4.094418883489855,10297344,1.7683667621776504,5,410,local1_fixed_48_move_1_3_0,12288,130560,44,39,5,3,697244,4.094418883489855,697244,1.0,0.0,0.0,10297344,b_candidate_local1_fixed_48_move_1_3_40,1.0,45,5
case_063,2,583430,571813,1.8719354054559796,3308544,1.6589171000305905,2,460,local1_fixed_16_move_11_0_0,7680,130560,44,39,5,5,571813,1.8719354054559796,571813,1.0,0.0,0.0,3308544,b_candidate_local1_fixed_16_move_1_0_0,1.0,45,5
case_063,3,397832,395565,2.7059952220241934,3271680,1.6515754053227287,3,154,local1_fixed_48_move_0_1_0,7680,130560,44,39,5,2,395309,2.7077476100974174,395565,1.0,0.0,0.0,3271680,local1_b_candidate_local1_fixed_48_move_0_1_25_move_4_0_0,1.0006475946664508,45,5
case_063,4,306287,303504,3.5267970109125417,3213312,1.6399510553686143,4,38,a_selected,7680,130560,44,42,2,0,303504,3.5267970109125417,303504,1.0,0.0,0.0,3213312,b_candidate_fixed_192,1.0,45,2
case_063,5,253604,254085,4.212751638231301,3502080,1.6974609972468644,5,154,fixed_48,7680,105984,44,41,3,2,254085,4.212751638231301,254085,1.0,0.0,0.0,3502080,b_candidate_local1_fixed_48_merge_0_5,1.0,45,4
case_064,2,18871,13595,1.4061051857300477,74726,2.997273747794943,2,453,local1_fixed_2_swap_0_12,6176,3618,72,47,25,12,13543,1.4115040980580373,13591,1.000294312412626,0.15830768454513347,0.15830768454513347,74726,local1_paired_b_plan_swap_0_13,1.003544266410692,73,24
case_064,3,18926,12055,1.5857320613853172,102796,3.7475276634414927,3,453,local1_fixed_2_swap_0_0,5664,3618,72,48,24,14,12038,1.5879714238245555,12050,1.000414937759336,0.26127138224134644,0.26669775526209805,102796,local1_paired_b_plan_swap_0_12,1.0009968433294567,73,22
case_064,4,18926,10325,1.8514285714285714,128050,4.422515635858235,4,453,local1_fixed_2_swap_0_0,4160,2850,72,39,33,14,10319,1.8525050877022968,10319,1.0005814516910554,0.3377811595278747,0.3377811595278747,128050,local1_paired_b_plan_merge_122_123,1.0,73,31
case_064,5,18926,10905,1.7529573590096286,141048,4.769925696263431,5,453,fixed_2,3616,2598,72,42,30,14,10879,1.757146796580568,10880,1.002297794117647,0.3473287087744919,0.3495540603974339,141048,local1_b_candidate_local1_fixed_2_merge_122_123_swap_0_11,1.000091920213255,73,27
case_065,2,26610,26789,1.9809623352868715,63160,1.199745732158557,2,30,local1_fixed_24_move_2_1_4,50688,49160,72,51,21,7,26399,2.0102276601386415,26789,1.0,0.00042567783282685556,0.00042567783282685556,63160,local1_paired_b_plan_merge_0_8,1.0147732868669268,73,15
case_065,3,18032,20106,2.6394111210583904,63172,1.1997836825826529,3,29,local1_a_selected_merge_0_3,50688,49156,72,55,17,4,20106,2.6394111210583904,20106,1.0,0.041290017440657426,0.041290017440657426,63172,b_candidate_local1_a_selected_swap_0_0,1.0,73,15
case_065,4,13541,15989,3.3190318343861405,63180,1.1998089828653835,4,30,a_selected,50688,49156,72,58,14,1,15989,3.3190318343861405,15989,1.0,0.00042566524975317326,0.00042566524975317326,63180,b_candidate_local1_a_selected_merge_0_2,1.0,73,12
case_065,5,11396,14900,3.5616107382550335,150736,1.4767079272110866,5,29,local1_a_selected_move_14_2_0,36864,49156,72,59,13,2,14879,3.5666375428456214,14900,1.0,0.05637529256131067,0.05057230793989258,159952,local1_b_candidate_local1_a_selected_move_14_3_2_move_9_2_0,1.0014113851737347,73,11
case_066,2,248092,256499,1.3998884985906377,1416426,2.279478317739112,2,1491,local1_fixed_4_move_1190_1_212,110784,46148,44,34,10,9,255870,1.403329815922148,256270,1.0008935887930699,0.2346011977947884,0.23240034696091855,1453674,local1_paired_b_plan_move_1185_1_212,1.0015632938601633,45,10
case_066,3,235631,244504,1.4685649314530642,1862908,2.6827920371009384,3,1491,fixed_4,110784,44228,44,33,11,9,244058,1.4712486376189267,244058,1.0018274344623,0.2742059705746015,0.2742059705746015,1862908,b_candidate_local1_fixed_4_split_1184_1,1.0,45,9
case_066,4,248396,236499,1.5182728045361713,2036246,2.8393707871664287,4,1491,fixed_4,110784,43202,44,33,11,11,236043,1.521205881979131,236043,1.0019318513999569,0.2926359586109064,0.2926359586109064,2036246,b_candidate_local1_fixed_4_split_1184_1,1.0,45,9
case_066,5,248521,234918,1.5284907925318623,2174164,2.963954133296719,5,1491,fixed_4,110784,43202,44,33,11,11,233878,1.535287628592685,233878,1.0044467628421656,0.3140649367754427,0.3140649367754427,2174164,b_candidate_local1_fixed_4_split_1184_1,1.0,45,9
case_067,2,32475019,32277590,1.977682782388648,267734912,45.26740174811115,2,183,local1_a_selected_move_0_1_0,517120,0,44,44,0,0,32284895,1.97723529842671,32589661,0.9904242330105858,0.19838653950824717,3.033580791366429e-05,267350400,local1_paired_b_plan_move_31_0_0,1.0094398944150198,45,2
case_067,3,21931301,21617310,2.952949927627443,266690176,45.09466466318173,3,185,local1_a_selected_split_0_1,513024,0,44,44,0,0,21982261,2.903924851042393,22103873,0.9779874323382152,0.3052967196667984,0.0009591177244203961,269780608,local1_a_selected_move_31_2_0,1.0055322789589296,45,0
case_067,4,17526997,17181697,3.7152810924322552,267706880,45.26276692556771,4,2201,local1_a_selected_move_31_0_0,513024,0,44,42,2,0,16268176,3.9239084947199983,17395392,0.9877154248665394,0.20269155303935793,0.6457079398650993,267704576,local1_b_candidate_local1_a_selected_move_31_3_0_split_1_1,1.0692896364042288,45,3
case_067,5,14401158,15905614,4.013352392432005,262815616,44.45404330067088,5,8804,local1_fixed_1_move_4_1_0,513024,0,44,44,0,0,14494308,4.4041311941211685,15912925,0.9995405621530925,0.007758044978447466,0.30790884783079997,262881152,local1_b_candidate_local1_fixed_1_move_4_2_0_move_7_1_0,1.0978740758096213,45,0
case_068,2,301006,233160,1.5529893635271916,1586610,1.5725250338294994,2,1338,fixed_4,101568,98306,44,30,14,11,233159,1.552996024172346,233159,1.0000042889187206,0.1626625971573788,0.1626625971573788,1586610,b_candidate_local1_fixed_4_split_1040_1,1.0,45,12
case_068,3,302545,217573,1.6642460231738314,2124670,1.766682904826342,3,1338,fixed_4,101568,98304,44,33,11,11,217288,1.6664288870071058,217288,1.0013116232833843,0.20127561590305204,0.20127561590305204,2124670,b_candidate_local1_fixed_4_split_1040_1,1.0,45,9
case_068,4,303225,209137,1.731377039930763,2381762,1.8594540369869192,4,1338,fixed_4,101568,106496,44,33,11,11,207994,1.740891564179736,207994,1.0054953508274278,0.2235078936704534,0.2235078936704534,2381762,b_candidate_local1_fixed_4_split_1040_1,1.0,45,10
case_068,5,303362,206539,1.753155578365345,2424874,1.8750109156517818,5,1338,fixed_4,101568,98304,44,33,11,11,205557,1.7615308649182466,205557,1.004777263727336,0.23057558676744108,0.23057558676744108,2424874,b_candidate_local1_fixed_4_split_1040_1,1.0,45,9
case_069,2,24376,15648,1.6068507157464214,203110,2.6112935725958715,2,259,local1_fixed_4_split_18_1,31584,15412,72,52,20,5,15623,1.60942200601677,15637,1.0007034597429174,0.21668516340627123,0.21668516340627123,203110,local1_b_candidate_local1_fixed_4_split_18_2_merge_17_19,1.000896114702682,73,18
case_069,3,24376,15264,1.6472746331236898,297868,3.3630190235930635,3,259,local1_fixed_4_split_17_1,31680,12770,72,57,15,3,14934,1.683674835944824,15179,1.0055998418868173,0.2893838289899737,0.2972039127571905,297868,local1_b_candidate_local1_fixed_4_merge_243_244_merge_243_245,1.0164055176108209,73,15
case_069,4,24376,14938,1.6832239925023431,340594,3.7019689974138066,4,258,local1_fixed_4_move_125_3_19,29280,12770,72,57,15,4,14439,1.7413948334372187,14472,1.0322001105583196,0.3113934036212466,0.31499962435200723,340594,local1_paired_b_plan_swap_0_6,1.0022854768335758,73,15
case_069,5,24376,15165,1.6580283547642598,388980,4.085820362701699,5,257,local1_fixed_4_merge_243_244,27744,13922,72,58,14,8,14367,1.750121806918633,14478,1.0474513054289267,0.3195542248445822,0.3173042556058804,388980,local1_paired_b_plan_split_17_2,1.0077260388390061,73,14
case_070,2,60121,67230,1.7447568049977689,240532,1.572744330466421,2,148,local1_a_selected_move_0_1_0,100352,19472,72,53,19,0,62604,1.873682192831129,67230,1.0,0.07556483513551374,0.07556483513551374,240532,local1_paired_b_plan_merge_2_3,1.0738930419781483,73,18
case_070,3,39333,44631,2.628218054715332,369412,1.879627777619034,3,297,local1_fixed_4_merge_14_15,96256,18432,72,53,19,10,44527,2.634356682462326,44527,1.0023356615087475,0.05787501483612441,0.05787501483612441,369412,b_candidate_fixed_4,1.0,73,19
case_070,4,31225,40898,2.868110910068952,445214,2.060124201122001,4,299,local1_fixed_4_split_10_1,92160,14336,72,53,19,4,40253,2.914068516632301,40490,1.0100765621141023,0.1087043701395205,0.11474335619795503,445214,local1_b_candidate_local1_fixed_4_split_10_2_split_17_1,1.0058877599185154,73,16
case_070,5,26275,38575,3.0408295528191833,455436,2.084464382661371,5,299,local1_fixed_4_split_10_1,92160,14336,72,54,18,5,37809,3.1024359279536617,38549,1.0006744662637164,0.12680103316286837,0.12680103316286837,455436,local1_b_candidate_local1_fixed_4_split_10_2_merge_17_18,1.019572059562538,73,15
case_071,2,18765,13113,1.4427667200488066,133990,2.1032887044447737,2,187,local1_fixed_4_split_15_2,30048,13922,72,52,20,10,13042,1.4506210703879774,13042,1.005443950314369,0.2081769087149425,0.2081769087149425,133990,local1_paired_b_plan_merge_164_165,1.0,73,17
case_071,3,18765,13251,1.4277413025432042,196684,2.6195181397493537,3,187,local1_fixed_4_split_89_1,27744,13922,72,55,17,10,13210,1.4321725965177896,13224,1.0020417422867514,0.29763807197061604,0.3072765455442977,196684,b_candidate_local1_fixed_4_merge_88_90,1.0010598031794096,73,18
case_071,4,18765,13528,1.3985068007096393,209744,2.7270556461307907,4,185,local1_fixed_4_merge_88_89,30048,13922,72,53,19,10,13134,1.440459875133242,13134,1.0299984772346582,0.30037406996341515,0.30037406996341515,209744,local1_paired_b_plan_merge_13_88,1.0,73,19
case_071,5,18765,13600,1.3911029411764706,232082,2.910989246249362,5,186,local1_fixed_4_swap_1_3,27744,13922,72,52,20,11,13302,1.42226732822132,13343,1.019261035749082,0.3339689941632439,0.3310042926407461,232082,local1_b_candidate_local1_fixed_4_merge_88_90_merge_88_134,1.0030822432716884,73,19
case_072,2,11772092,11759176,2.0322706284862138,134009838,13.069496281427021,2,1855,local1_fixed_16_move_46_0_0,524288,23474,44,34,10,0,11756299,2.032767965496624,11759176,1.0,0.027994636404582617,0.028263216159950786,134009838,local1_paired_b_plan_split_46_1,1.0002447198731506,45,9
case_072,3,7900998,7865185,3.0384317724249335,134678302,13.129700993877071,3,1855,local1_fixed_16_move_46_1_0,524288,23486,44,34,10,6,7861926,3.039691291930247,7865148,1.0000047042979991,0.05201813096377263,0.049261211113169924,134678302,local1_paired_b_plan_split_46_1,1.0004098232417857,45,9
case_072,4,5960302,6060147,3.943440315886727,144259344,13.992610407969462,4,1856,local1_fixed_16_split_46_1,524288,21450,44,34,10,8,6055847,3.946240385531537,6061316,0.9998071375919025,0.07135835646984189,0.07135835646984189,144259344,local1_b_candidate_local1_fixed_16_split_46_2_split_60_1,1.000903094150166,45,10
case_072,5,4816984,4902409,4.874711187907822,149149410,14.43303056132367,5,1856,local1_fixed_16_split_46_1,524288,23374,44,34,10,6,4895736,4.881355530608676,4898092,1.000881363600357,0.09136237096615675,0.09129920448634989,149149410,local1_paired_b_plan_split_43_1,1.0004812350992782,45,10
case_073,2,5624748,5312131,1.897849657698577,143645056,36.54613411041779,2,302,local1_a_selected_merge_11_31,523392,0,72,54,18,6,5312131,1.897849657698577,5312131,1.0,0.0006572575667212063,0.0006572575667212063,143645056,b_candidate_local2_a_selected_split_15_1,1.0,73,18
case_073,3,4056185,3955712,2.5486248746117006,143427328,36.49225555098033,3,101,local1_a_selected_move_5_2_0,524160,0,72,56,16,4,3923766,2.569374932144272,4023304,0.9831998775136057,0.10205888729361716,0.01668440643661139,143008512,local1_paired_b_plan_merge_3_31,1.0253679755622531,73,16
case_073,4,3504812,3127075,3.2239795975472285,144968704,36.87368154318837,4,606,local1_a_selected_move_54_3_0,523392,0,72,60,12,0,2812832,3.584155043742392,3035171,1.0302796778171641,0.22012274611474858,0.5842667461134661,143338112,a_selected,1.0790445358983403,73,12
case_073,5,3305399,3197931,3.1525464433097525,142290688,36.21098476449907,5,304,local1_a_selected_move_42_4_0,523392,0,72,60,12,0,2860115,3.524902320361244,2860115,1.1181127332292582,0.3179961907903452,0.3179961907903452,142290688,b_candidate_local1_a_selected_move_73_4_0,1.0,73,10
