case,cores,a_new_makespan,b_makespan,b_speedup,b_added_bytes,b_copy_amplification,b_active,b_groups,b_source,b_peak_L1,b_peak_UB,b_calls,b_valid,b_errors,b_cycle_errors,l2_makespan,l2_speedup,paired_makespan,cache_gain,paired_hit_rate,selected_hit_rate,selected_added_bytes,selected_source,l2_extra_search_gain,l2_calls,l2_errors
case_098,4,60144,75598,2.3470197624275775,1134418,2.625254658349499,4,1365,fixed_1,65536,32776,72,42,30,8,72630,2.44292991876635,72630,1.0408646564780393,0.2806939942388763,0.2806939942388763,1134418,b_candidate_local1_fixed_1_merge_928_929,1.0,73,28
case_098,5,51345,67558,2.6263358891619055,1430962,3.050106447906429,5,1364,local1_fixed_1_merge_935_968,81920,32776,72,43,29,9,64209,2.763319783830927,64943,1.0402660794850869,0.3653153997777361,0.3682738309291115,1447346,local1_paired_b_plan_move_944_4_0,1.0114314192714418,73,28
case_099,2,809945,856969,1.8938829759302844,6639384,3.6200827454700724,2,6296,local1_fixed_1_move_5818_0_1529,477184,11264,44,35,9,2,856658,1.8945705287290844,856658,1.0003630386922202,0.014922429259782169,0.014922429259782169,6631192,local1_b_candidate_local1_fixed_1_move_5820_0_1529_move_5806_0_1529,1.0,45,7
case_099,3,544076,577336,2.8111862069921156,12049740,5.755157385293658,3,6296,fixed_1,266240,9216,44,37,7,5,575933,2.8180343894168245,575933,1.0024360472485514,0.26920145130922857,0.26920145130922857,12049740,b_candidate_local1_fixed_1_merge_5806_5809,1.0,45,5
case_099,4,405336,447235,3.6289624023164557,11888516,5.691533979785607,4,6296,local1_fixed_1_move_5806_1_781,370688,8192,44,38,6,4,444288,3.6530336178334775,444288,1.0066330848458658,0.19123458842721627,0.19123458842721627,11888516,local1_paired_b_plan_merge_5821_5830,1.0,45,5
case_099,5,339475,407756,3.980319112410363,16985472,7.702932397171942,5,6295,local1_fixed_1_merge_5817_5820,524288,9216,44,38,6,3,387283,4.1907313256714085,387553,1.0521296442035024,0.33343475431936376,0.33343475431936376,16985472,b_candidate_fixed_1,1.0006971646057277,45,7
case_100,2,83766,86478,1.7486875274636324,397772,1.8749972503178634,2,350,local1_fixed_4_split_109_1,196608,81970,72,48,24,12,86289,1.7525177021404814,86289,1.0021903139449988,0.38690274268760094,0.38690274268760094,397772,b_candidate_fixed_4,1.0,73,24
case_100,3,58653,69343,2.1807969081233867,530876,2.1677922032213077,3,350,local1_fixed_4_split_109_1,147456,81928,72,54,18,8,67973,2.2247510040751477,68475,1.0126761591821833,0.44519318137355063,0.44519318137355063,530876,local1_b_candidate_local1_fixed_4_swap_0_2_split_109_1,1.0073852853338825,73,15
case_100,4,49599,61233,2.4696323877647672,905764,2.992450472725353,4,349,fixed_4,98304,81930,72,52,20,9,60413,2.503153294820651,60413,1.0135732375482098,0.571184087927133,0.571184087927133,905764,b_candidate_local1_fixed_4_merge_105_106,1.0,73,18
case_100,5,44830,56967,2.6545719451612335,954712,3.1001236257088682,5,348,local1_a_selected_move_116_3_0,98304,81920,72,51,21,11,54742,2.762467575170801,55170,1.0325720500271887,0.5788499974455397,0.5788499974455397,954712,local1_paired_b_plan_split_107_1,1.0078184940265245,73,20
