case,cores,old_makespan,new_makespan,old_speedup,new_speedup,speedup_delta,old_added_bytes,new_added_bytes,old_groups,new_groups,old_active,new_active,old_source,new_source
case_001,2,122275,116868,1.9064404007360458,1.9946435294520313,0.08820312871598546,5760,1152,6,2,2,2,local1_fixed_96_merge_0_2,a_affinity_64_bundle_2
case_001,3,84296,78545,2.765374394989086,2.9678528232223567,0.20247842823327078,2304,2304,3,3,3,3,local1_fixed_192_merge_0_3,a_affinity_64_bundle_3
case_001,4,66601,58984,3.50009759613219,3.952088702020887,0.45199110588869695,26112,3456,13,4,4,4,local2_fixed_48_split_1_1,a_affinity_64_bundle_4
case_001,5,51119,47502,4.560143977777343,4.9073723211654245,0.34722834338808184,26496,4608,24,5,5,5,local1_fixed_24_merge_0_5,a_affinity_64_bundle_5
case_002,2,142820,142820,1.83409186388461,1.83409186388461,0.0,540672,540672,3,4,2,2,local2_fixed_768_merge_0_2,a_refine1_split_1_1
case_002,3,104599,101777,2.5042782435778546,2.573715082975525,0.06943683939767054,924672,709632,18,17,3,3,local1_fixed_96_merge_0_3,a_refine1_merge_17_18
case_002,4,80206,80206,3.265902800289255,3.265902800289255,0.0,540672,540672,5,5,4,4,local2_fixed_384_merge_0_4,local2_fixed_384_merge_0_4
case_002,5,67051,64475,3.9066531446212585,4.0627374951531605,0.15608435053190206,1075200,927744,38,37,5,5,local2_fixed_48_split_3_1,a_refine1_merge_35_36
case_003,2,594199,538381,1.0134853811601836,1.1185610190552786,0.105075637895095,3018580,98304,70,2,2,2,local1_fixed_192_merge_69_70,a_affinity_64_bundle_2
case_003,3,594199,538381,1.0134853811601836,1.1185610190552786,0.105075637895095,3018580,98304,70,2,2,2,local1_fixed_192_merge_69_70,a_affinity_64_bundle_2
case_003,4,594418,538764,1.013111985168686,1.1177658492401126,0.10465386407142652,3018596,196608,71,3,2,3,fixed_192,a_affinity_64_bundle_3
case_003,5,594418,539155,1.013111985168686,1.1169552355074144,0.10384325033872832,3018596,294912,71,4,2,4,fixed_192,a_affinity_64_bundle_4
case_004,2,207654,199074,1.8894747994259682,1.9709103147573264,0.08143551533135818,2064384,110592,17,2,2,2,local1_fixed_48_move_14_1_0,a_affinity_64_bundle_2
case_004,3,181072,134043,2.1668562781655916,2.927098020784375,0.7602417426187835,1944576,221184,16,3,3,3,local1_fixed_48_merge_0_1,a_affinity_64_bundle_3
case_004,4,152634,104188,2.570574052963298,3.765855952700887,1.195281899737589,6343680,331776,50,4,4,4,local2_fixed_16_split_0_1,a_affinity_64_bundle_4
case_004,5,126851,88341,3.0930540555454824,4.441391879195391,1.3483378236499082,4159488,442368,33,5,5,5,local2_fixed_24_split_0_1,a_affinity_64_bundle_5
case_005,2,94090,93418,1.0162397704325645,1.0235500652979084,0.007310294865343847,380692,311474,6,5,1,1,local2_fixed_768_merge_1_2,a_refine1_merge_6_4
case_005,3,94432,93760,1.0125593019315486,1.019816552901024,0.007257250969475271,506266,437048,8,7,1,1,local2_fixed_768_split_1_2,a_refine1_merge_6_4
case_005,4,94432,93760,1.0125593019315486,1.019816552901024,0.007257250969475271,506266,437048,8,7,1,1,local2_fixed_768_split_1_2,a_refine1_merge_6_4
case_005,5,94432,93760,1.0125593019315486,1.019816552901024,0.007257250969475271,506266,437048,8,7,1,1,local2_fixed_768_split_1_2,a_refine1_merge_6_4
case_006,2,44168,44168,1.8754980981706213,1.8754980981706213,0.0,25812,25812,5,5,2,2,local2_fixed_192_split_3_1,local2_fixed_192_split_3_1
case_006,3,44168,32509,1.8754980981706213,2.548125134578117,0.6726270364074955,25812,91264,5,27,2,3,local2_fixed_192_split_3_1,components_total
case_006,4,44875,28395,1.845949860724234,2.917309385455186,1.071359524730952,25692,637516,4,46,2,4,fixed_192,a_affinity_64_bundle_3
case_006,5,44875,25968,1.845949860724234,3.1899645717806533,1.3440147110564193,25692,477134,4,53,2,5,fixed_192,a_affinity_64_bundle_4
case_007,2,533642,507494,1.8974555975729046,1.9952196479170197,0.09776405034411506,1462272,27648,40,2,2,2,local1_fixed_96_merge_0_1,a_affinity_64_bundle_2
case_007,3,355014,338094,2.8521748438089767,2.994912657426633,0.14273781361765625,708096,55296,20,3,3,3,local1_fixed_192_merge_0_1,a_affinity_64_bundle_3
case_007,4,278598,254398,3.6344912741656437,3.980227831979811,0.34573655781416734,3022848,82944,82,4,4,4,local2_fixed_48_split_0_1,a_affinity_64_bundle_4
case_007,5,248776,203834,4.070175579637907,4.967581463347626,0.8974058837097187,6041088,110592,163,5,5,5,local2_fixed_24_split_0_1,a_affinity_64_bundle_5
case_008,2,248055,244266,1.9657132490778255,1.9962049568912579,0.030491707813432356,0,0,17,2,2,2,local1_fixed_48_merge_0_2,a_affinity_64_bundle_2
case_008,3,164903,163359,2.9569201288029934,2.984867684057811,0.027947555254817846,0,0,8,3,3,3,local1_fixed_96_merge_0_3,a_affinity_64_bundle_3
case_008,4,131666,123060,3.703347865052481,3.962335446123842,0.25898758107136066,0,0,35,4,4,4,local1_fixed_24_merge_0_4,a_affinity_64_bundle_4
case_008,5,109730,100603,4.44367994167502,4.846823653370178,0.40314371169515795,0,0,5,5,5,5,fixed_192,a_affinity_64_bundle_5
case_009,2,153517,92198,0.9983324322387749,1.66230286991041,0.6639704376716352,74802,0,4,2,1,2,local2_fixed_1536_split_1_2,a_affinity_64_bundle_2
case_009,3,144507,92198,1.0605783802860762,1.66230286991041,0.6017244896243339,2171754,0,355,2,3,2,local1_fixed_16_move_337_2_0,a_affinity_64_bundle_2
case_009,4,136443,92207,1.1232602625272092,1.6621406183912284,0.5388803558640192,2171754,24576,355,3,4,3,local1_fixed_16_move_337_2_0,a_affinity_64_bundle_3
case_009,5,134750,92216,1.1373729128014842,1.6619783985425522,0.524605485741068,2179434,49152,356,4,5,4,local1_fixed_16_split_342_1,a_affinity_64_bundle_4
case_010,2,63102,48318,1.3782288992424963,1.7999296328490417,0.4217007336065455,658846,261490,28,8,2,2,local2_fixed_24_split_12_1,a_affinity_64_bundle_2
case_010,3,58183,30915,1.4947493254043278,2.813165130195698,1.31841580479137,813290,261490,41,8,3,3,local1_fixed_16_merge_18_21,a_affinity_64_bundle_2
case_010,4,51802,26426,1.6788734025713292,3.2910391281313855,1.6121657255600563,813290,309876,42,11,4,4,local1_fixed_16_swap_1_0,a_affinity_64_bundle_3
case_010,5,43840,24576,1.9837819343065692,3.5387776692708335,1.5549957349642642,813290,358262,42,14,5,5,local1_fixed_16_move_18_2_0,a_affinity_64_bundle_4
case_011,2,109851,92646,1.6813410892936795,1.9935777043801135,0.31223661508643397,2637824,180224,85,2,2,2,local1_fixed_8_merge_0_1,a_affinity_64_bundle_2
case_011,3,109230,69625,1.6908999359150416,2.6527396768402154,0.9618397409251738,2654208,1081344,86,3,3,3,local1_fixed_8_move_0_2_0,a_affinity_64_bundle_3
case_011,4,79773,46880,2.315282112995625,3.9397824232081913,1.6245003102125661,3702784,540672,173,4,4,4,local2_fixed_4_split_0_2,a_affinity_64_bundle_4
case_011,5,79773,46880,2.315282112995625,3.9397824232081913,1.6245003102125661,3702784,540672,173,4,4,4,local2_fixed_4_split_0_2,a_affinity_64_bundle_4
case_012,2,52439,30058,1.126794942695322,1.965799454388183,0.8390045116928608,648348,29376,61,2,2,2,local1_fixed_16_move_31_1_0,a_affinity_64_bundle_2
case_012,3,36589,20661,1.6149115854491787,2.8598809350951067,1.244969349645928,648348,39168,62,3,3,3,local1_fixed_16_split_30_2,a_affinity_64_bundle_3
case_012,4,35627,15863,1.6585174165660874,3.7248944083716826,2.066376991805595,631964,49536,60,4,4,4,local1_fixed_16_merge_4_5,a_affinity_64_bundle_4
case_012,5,36086,13406,1.6374217147924404,4.407578696106221,2.7701569813137805,631964,53568,60,5,5,5,local1_fixed_16_merge_4_5,a_affinity_64_bundle_5
case_013,2,136727,132198,1.930481909205936,1.9966187083011846,0.06613679909524861,73728,8192,10,2,2,2,local1_fixed_192_merge_0_2,a_affinity_64_bundle_2
case_013,3,93112,88351,2.8347474009794658,2.98750438591527,0.15275698493580414,172032,16384,22,3,3,3,local1_fixed_96_split_2_1,a_affinity_64_bundle_3
case_013,4,72584,66982,3.636462581285132,3.9405959810098237,0.3041333997246918,155648,24576,20,4,4,4,local1_fixed_96_merge_0_4,a_affinity_64_bundle_4
case_013,5,58651,54363,4.500332475149614,4.855305998565201,0.35497352341558663,32768,32768,5,5,5,5,local1_fixed_384_merge_0_5,a_affinity_64_bundle_5
case_014,2,8988154,8876630,1.9691057807865775,1.9938451867431672,0.024739405956589744,187929796,78205368,744,18,2,2,local1_fixed_48_move_59_1_0,a_affinity_64_bundle_2
case_014,3,5984300,5961708,2.9575098173554135,2.968717354154212,0.01120753679879849,127330260,84667560,186,18,3,3,local1_fixed_192_move_80_2_0,a_affinity_64_bundle_3
case_014,4,4697281,4520765,3.767844844709099,3.9149626224765055,0.14711777776740664,187929796,91513752,744,20,4,4,local1_fixed_48_move_91_2_0,a_affinity_64_bundle_4
case_014,5,4246253,3842627,4.1680573437334045,4.605866247231386,0.43780890349798174,187929796,165905592,744,1340,5,5,local1_fixed_48_move_65_3_0,a_affinity_64_bundle_0
case_015,2,97686,97138,1.8156337653297299,1.8258765879470444,0.010242822617314573,1144568,1124408,21,20,2,2,local1_fixed_48_merge_0_1,a_refine1_merge_3_4
case_015,3,97686,68260,1.8156337653297299,2.5983299150307646,0.7826961497010347,1144568,901632,21,46,2,3,local1_fixed_48_merge_0_1,components_pipe
case_015,4,97686,59806,1.8156337653297299,2.9656221783767514,1.1499884130470215,1144568,901632,21,46,2,4,local1_fixed_48_merge_0_1,components_pipe
case_015,5,97686,49799,1.8156337653297299,3.5615574609931926,1.7459236956634627,1144568,901632,21,46,2,5,local1_fixed_48_merge_0_1,components_total
case_016,2,7724753,4550194,0.9988051397889356,1.6956470427414743,0.6968419029525387,4259988,119554128,11,915,1,2,local1_fixed_1536_merge_6_7,a_affinity_64_bundle_2
case_016,3,7724753,3712678,0.9988051397889356,2.0781557140155975,1.079350574226662,4259992,119554736,11,1220,1,3,local1_fixed_1536_merge_4_5,a_affinity_64_bundle_3
case_016,4,7724753,3241338,0.9988051397889356,2.380351262349067,1.3815461225601315,4259992,119555344,11,1525,1,4,local1_fixed_1536_merge_4_5,a_affinity_64_bundle_4
case_016,5,7724753,3223183,0.9988051397889356,2.3937589023024755,1.39495376251354,4259992,119555952,11,1830,1,5,local1_fixed_1536_merge_4_5,a_affinity_64_bundle_5
case_017,2,93703,81772,1.7375110722175384,1.9910238223352736,0.2535127501177352,1067608,87552,58,2,2,2,local1_fixed_24_move_21_0_0,a_affinity_64_bundle_2
case_017,3,67608,55389,2.40814696485623,2.939392298109733,0.5312453332535032,966232,175104,57,3,3,3,local1_fixed_24_merge_1_2,a_affinity_64_bundle_3
case_017,4,60624,41209,2.6855700712589075,3.9508359824310224,1.265265911172115,935512,253440,57,4,4,4,local1_fixed_24_merge_0_1,a_affinity_64_bundle_4
case_017,5,60622,34231,2.6856586717693247,4.756215126639596,2.070556454870271,935512,338688,57,5,5,5,local1_fixed_24_merge_0_1,a_affinity_64_bundle_5
case_018,2,568371,510696,1.767097547200684,1.9666631420649467,0.19956559486426273,12773196,3253264,172,10,2,2,local1_fixed_16_split_36_1,a_affinity_64_bundle_2
case_018,3,370756,345351,2.708970320102709,2.908249867526082,0.19927954742337306,12007232,4093968,113,11,3,3,local1_fixed_24_merge_24_25,a_affinity_64_bundle_3
case_018,4,335676,258569,2.9920727129732243,3.884328747839068,0.8922560348658437,12781388,4938768,172,12,4,4,local1_fixed_16_split_36_2,a_affinity_64_bundle_4
case_018,5,272443,209976,3.6865215843314014,4.783246656760773,1.0967250724293716,12765004,5345296,171,13,5,5,local1_fixed_16_move_111_2_0,a_affinity_64_bundle_5
case_019,2,60502,41382,1.3411788040064792,1.960852544584602,0.6196737405781227,590480,27168,41,2,2,2,local1_fixed_16_move_10_1_0,a_affinity_64_bundle_2
case_019,3,56764,28657,1.4294975688816856,2.831559479359319,1.4020619104776333,1505248,54336,162,3,3,3,local1_fixed_4_swap_0_6,a_affinity_64_bundle_3
case_019,4,52654,24099,1.5410795001329434,3.3671106684924688,1.8260311683595254,1512448,54336,164,4,4,4,local2_fixed_4_split_147_1,a_affinity_64_bundle_4
case_019,5,49668,24099,1.6337279536119835,3.3671106684924688,1.7333827148804852,1505248,54336,162,4,5,4,local1_fixed_4_move_40_2_0,a_affinity_64_bundle_4
case_020,2,296958,266956,1.7940112743216212,1.9956322390206627,0.20162096469904145,4657152,0,147,4,2,2,local1_fixed_48_split_1_1,a_affinity_64_bundle_2
case_020,3,250806,178464,2.1241357862252097,2.985173480365788,0.8610376941405784,4648960,0,147,6,3,3,local1_fixed_48_split_2_2,a_affinity_64_bundle_3
case_020,4,176800,133704,3.0132692307692306,3.984518039849219,0.9712488090799885,4657152,0,147,4,4,4,local1_fixed_48_split_0_1,a_affinity_64_bundle_4
case_020,5,160395,107650,3.321462639109698,4.948871342313051,1.6274087032033533,4612096,0,146,5,5,5,local1_fixed_48_move_5_3_0,a_affinity_64_bundle_5
case_021,2,3656498,3162700,1.796237000539861,2.0766866917507194,0.2804496912108585,82759680,18124800,490,80,2,2,local2_fixed_8_split_1_1,a_affinity_64_bundle_0
case_021,3,2641459,2144024,2.4864807668792133,3.063369160046716,0.5768883931675028,76984320,7766016,245,3,3,3,local1_fixed_16_move_22_0_0,a_affinity_64_bundle_3
case_021,4,2066413,1550324,3.1784241581910297,4.236493145948847,1.0580689877578173,89395200,4608000,982,4,4,4,local2_fixed_4_split_2_2,a_affinity_64_bundle_4
case_021,5,1916183,1250168,3.427614690246182,5.253643510312214,1.826028820066032,89395200,11431936,980,5,5,5,local2_fixed_4_split_50_1,a_affinity_64_bundle_5
case_022,2,56571,31089,1.003694472432872,1.826369455434398,0.8226749830015261,726412,6928,7,10,1,2,local1_adaptive_memory_150_merge_3_4,a_affinity_64_bundle_2
case_022,3,39774,20473,1.4275657464675415,2.7734088799882772,1.3458431335207357,1368958,13840,19,11,2,3,local1_adaptive_memory_65_merge_13_14,a_affinity_64_bundle_3
case_022,4,56780,16137,1.0,3.51862180083039,2.51862180083039,0,13840,1,12,1,4,local1_fixed_768_merge_0_1,a_affinity_64_bundle_4
case_022,5,56780,13013,1.0,4.363328978713594,3.363328978713594,0,27648,1,32,1,5,local1_fixed_768_merge_0_1,components_total
case_023,2,97038,61501,1.2635668500999608,1.9936911594933415,0.7301243093933807,1153856,84384,4,2,1,2,local2_adaptive_critical_164_merge_3_5,a_affinity_64_bundle_2
case_023,3,99281,41403,1.235019792306685,2.961476221529841,1.726456429223156,1602612,133536,9,3,1,3,local2_adaptive_reuse_110_split_6_1,a_affinity_64_bundle_3
case_023,4,90529,30142,1.3544168167106674,4.0678787074513965,2.713461890740729,2361704,281280,16,4,2,4,local1_adaptive_memory_57_merge_5_6,a_affinity_64_bundle_4
case_023,5,106437,24517,1.1519866211937577,5.001182852714443,3.8491962315206854,2248258,270912,12,5,1,5,local1_adaptive_reuse_72_merge_2_3,a_affinity_64_bundle_5
case_024,2,2555993,1506718,0.9997456957041745,1.6959663321205427,0.6962206364163682,393224,39327048,2,303,1,2,local2_fixed_1536_merge_0_1,a_affinity_64_bundle_2
case_024,3,2557189,1228774,0.9992781135848777,2.0795874587190157,1.080309345134138,851980,39327248,3,404,1,3,local1_fixed_1536_merge_2_3,a_affinity_64_bundle_3
case_024,4,2557189,1072818,0.9992781135848777,2.3818979547323034,1.3826198411474255,851980,39327448,3,505,1,4,local1_fixed_1536_merge_2_3,a_affinity_64_bundle_4
case_024,5,2557189,1067515,0.9992781135848777,2.3937302988716787,1.3944521852868008,851980,39327648,3,606,1,5,local1_fixed_1536_merge_2_3,a_affinity_64_bundle_5
case_025,2,2471046,2433620,1.9680030238206816,1.9982684231720647,0.03026539935138306,3580416,248832,97,10,2,2,local1_fixed_192_merge_0_1,a_affinity_64_bundle_2
case_025,3,1722042,1624040,2.823988032812208,2.9944003842269895,0.1704123514147815,14470656,304128,389,12,3,3,local1_fixed_48_move_0_2_0,a_affinity_64_bundle_3
case_025,4,1292873,1271901,3.761410440159242,3.8234312261724774,0.06202078601323535,14470656,14470656,389,389,4,4,local1_fixed_48_move_2_3_0,a_refine1_move_7_3_0
case_025,5,1072106,1067084,4.53595633267606,4.5573038298765605,0.021347497200500776,3628032,3580416,98,97,5,5,local1_fixed_192_move_2_4_0,a_refine1_merge_14_15
case_026,2,99203,63846,1.0,1.553785671772703,0.553785671772703,0,844200,1,28,1,2,fixed_636,a_affinity_64_bundle_2
case_026,3,92465,40115,1.0728708159844265,2.4729652249781875,1.400094408993761,1897276,846944,12,34,2,3,local1_adaptive_memory_49_merge_8_9,a_affinity_64_bundle_3
case_026,4,92465,33527,1.0728708159844265,2.9588987979837147,1.8860279819992882,1897276,846944,12,34,2,4,local1_adaptive_memory_49_merge_8_9,a_affinity_64_bundle_3
case_026,5,92465,31375,1.0728708159844265,3.1618486055776893,2.0889777895932626,1897276,848104,12,40,2,5,local1_adaptive_memory_49_merge_8_9,a_affinity_64_bundle_4
case_027,2,1193181,1120962,1.981218272835387,2.10886006840553,0.127641795570143,11968512,1744896,177,2,2,2,local1_fixed_8_merge_0_1,a_affinity_64_bundle_2
case_027,3,1193181,837049,1.981218272835387,2.8241500796249683,0.8429318067895812,11968512,3686400,177,3,2,3,local1_fixed_8_merge_0_1,a_affinity_64_bundle_3
case_027,4,698954,559196,3.3821281514949484,4.227412213249022,0.8452840617540738,18530304,3317760,357,4,4,4,local2_fixed_4_split_133_1,a_affinity_64_bundle_4
case_027,5,656858,558753,3.5988782963745587,4.230763861670542,0.6318855652959829,18530304,5529600,357,5,4,5,local2_fixed_4_split_178_1,a_affinity_64_bundle_5
case_028,2,21068701,20808437,2.080623765081673,2.1066474142195304,0.026023649137857596,337692672,326568960,408,153,2,2,local1_fixed_48_move_1_1_0,a_affinity_64_bundle_0
case_028,3,14125979,14071516,3.1032213767272343,3.1152322180495693,0.012010841322334986,337683456,337683456,407,407,3,3,local1_fixed_48_merge_0_1,a_refine1_move_9_0_0
case_028,4,11613047,10924174,3.774723377938624,4.0127555639446975,0.23803218600607368,337692672,337692672,408,408,4,4,local1_fixed_48_move_17_0_0,a_refine1_move_1_3_0
case_028,5,10041376,10039308,4.365541136991584,4.366440396091045,0.0008992590994614247,337683456,337658880,407,406,5,5,local1_fixed_48_merge_0_1,a_refine1_merge_3_4
case_029,2,29918,19740,1.2552643893308377,1.9024822695035462,0.6472178801727084,1004162,0,13,2,2,2,local2_adaptive_memory_62_split_9_1,a_affinity_64_bundle_2
case_029,3,30480,12743,1.2321194225721785,2.9471082162756024,1.7149887937034238,1045124,0,12,3,3,3,local1_adaptive_memory_63_merge_3_4,a_affinity_64_bundle_3
case_029,4,28561,11028,1.3149049403032107,3.405422560754443,2.0905176204512324,1024930,0,33,4,4,4,local1_adaptive_memory_24_merge_17_21,a_affinity_64_bundle_4
case_029,5,26637,9383,1.4098809926042724,4.002451241607162,2.5925702490028892,774876,0,107,5,5,5,local1_fixed_8_merge_3_4,a_affinity_64_bundle_5
case_030,2,1618358,1401492,1.7351129972478276,2.0036033027659093,0.2684903055180816,58187836,7103488,630,6,2,2,local1_fixed_16_move_14_1_0,a_affinity_64_bundle_2
case_030,3,1157409,936416,2.42613803763406,2.998703567645149,0.5725655300110888,58187836,10442752,630,6,3,3,local1_fixed_16_move_14_1_0,a_affinity_64_bundle_3
case_030,4,1037102,699900,2.707577461040476,4.012050292898985,1.3044728318585093,58187836,12166144,630,8,4,4,local1_fixed_16_move_14_0_0,a_affinity_64_bundle_4
case_030,5,1042290,561102,2.6941004902666243,5.004498290863337,2.3103978005967125,58187836,11479040,630,5,5,5,local1_fixed_16_move_78_4_0,a_affinity_64_bundle_5
case_031,2,868833,731359,1.6278951190850255,1.9338915635139515,0.30599644442892604,19641446,6292924,129,175,2,2,local1_fixed_48_split_0_2,a_affinity_4096_bundle_2
case_031,3,733386,503429,1.9285464952971558,2.8094706502803772,0.8809241549832214,32382874,13281816,384,113,3,3,local1_fixed_16_move_105_1_0,a_affinity_64_bundle_0
case_031,4,673440,379558,2.1002153124257545,3.7263580269682106,1.626142714542456,26913084,13281816,19,113,4,4,local1_adaptive_memory_341_split_4_1,a_affinity_64_bundle_0
case_031,5,651345,315425,2.1714590577957917,4.484010462074978,2.312551404279186,28897212,13281816,23,113,5,5,local1_adaptive_memory_272_split_7_2,a_affinity_64_bundle_0
case_032,2,27330,21040,1.516392242956458,1.9697243346007605,0.45333209164430244,270532,6216,9,2,2,2,local2_fixed_96_split_4_2,a_affinity_64_bundle_2
case_032,3,21098,14175,1.9643094132145227,2.923668430335097,0.9593590171205744,368908,12432,17,3,3,3,local1_fixed_48_merge_13_14,a_affinity_64_bundle_3
case_032,4,21098,11004,1.9643094132145227,3.7661759360232643,1.8018665228087416,368908,18576,17,4,3,4,local1_fixed_48_merge_13_14,a_affinity_64_bundle_4
case_032,5,21098,10496,1.9643094132145227,3.9484565548780486,1.984147141663526,368908,12432,17,5,3,5,local1_fixed_48_merge_13_14,a_affinity_64_bundle_5
case_033,2,1095006,895153,1.6202614414898182,1.9820030765690335,0.3617416350792153,37036298,6729824,217,14,2,2,local1_fixed_16_move_106_1_44,a_affinity_64_bundle_2
case_033,3,866132,593958,2.0484129439854435,2.987073160055088,0.9386602160696444,32128360,7107712,145,17,3,3,local1_fixed_24_move_22_1_0,a_affinity_64_bundle_3
case_033,4,744102,445071,2.3843451569811664,3.9863212835704864,1.60197612658932,37036298,7313056,217,20,4,4,local1_fixed_16_move_30_3_0,a_affinity_64_bundle_4
case_033,5,718217,355787,2.4702784812946503,4.986680232835939,2.5164017515412884,37036298,7895232,217,21,5,5,local1_fixed_16_move_33_4_12,a_affinity_64_bundle_5
case_034,2,509835,429811,1.6534682789529946,1.9613178815805086,0.30784960262751393,16429872,2627212,235,81,2,2,local1_fixed_16_move_152_1_0,a_affinity_64_bundle_2
case_034,3,426024,295827,1.978752370758455,2.8496249497172332,0.8708725789587783,16479024,3822760,236,96,3,3,local2_fixed_16_split_116_1,a_affinity_64_bundle_3
case_034,4,387913,227131,2.1731573832276827,3.7114968894602676,1.5383395062325849,16429872,4449976,235,108,4,4,local1_fixed_16_move_127_2_0,a_affinity_64_bundle_4
case_034,5,393458,187886,2.142531096076328,4.486741960550547,2.344210864474219,16429872,5236928,235,118,5,5,local1_fixed_16_move_130_3_15,a_affinity_64_bundle_5
case_035,2,142214,95406,1.1923650273531439,1.7773620107750037,0.5849969834218598,1518688,9216,80,16,2,2,local1_fixed_48_merge_61_62,components_total
case_035,3,142214,95424,1.1923650273531439,1.77702674379611,0.5846617164429662,1518688,9216,80,16,3,3,local1_fixed_48_merge_61_62,components_total
case_035,4,142214,95442,1.1923650273531439,1.7766916032773832,0.5843265759242393,1518688,9216,80,16,4,4,local1_fixed_48_merge_61_62,components_pipe
case_035,5,115413,95460,1.4692538968747022,1.7763565891472868,0.3071026922725846,2227440,225966,161,24,5,5,local1_fixed_24_move_123_3_0,a_affinity_64_bundle_4
case_036,2,477240,466068,1.9518690805464756,1.998656848356892,0.04678776781041649,55296,1152,49,2,2,2,local1_fixed_48_merge_0_2,a_affinity_64_bundle_2
case_036,3,325581,311345,2.861069902727739,2.991890025534375,0.13082012280663635,83328,2304,52,3,3,3,local2_fixed_48_split_0_2,a_affinity_64_bundle_3
case_036,4,249743,233584,3.7298743107914936,3.987901568600589,0.25802725780909563,83328,3456,52,4,4,4,local2_fixed_48_split_3_1,a_affinity_64_bundle_4
case_036,5,190889,187182,4.8798516415298945,4.976493466252097,0.09664182472220251,39936,4608,25,5,5,5,local2_fixed_96_split_0_1,a_affinity_64_bundle_5
case_037,2,140035,105374,1.4996322347984432,1.992910964754114,0.4932787299556707,4694016,204800,34,2,2,2,local2_fixed_24_split_0_1,a_affinity_64_bundle_2
case_037,3,105526,74038,1.9900403691981123,2.836394824279424,0.8463544550813118,4552704,1064960,32,3,3,3,local1_fixed_24_merge_15_16,a_affinity_64_bundle_3
case_037,4,105526,53320,1.9900403691981123,3.938503375843961,1.9484630066458488,4552704,614400,32,4,3,4,local1_fixed_24_merge_15_16,a_affinity_64_bundle_4
case_037,5,105526,43800,1.9900403691981123,4.794543378995434,2.8045030097973216,4552704,1925120,32,5,3,5,local1_fixed_24_merge_15_16,a_affinity_64_bundle_5
case_038,2,846328,683286,1.612324063483661,1.997048088209037,0.3847240247253758,33209272,6722048,370,4,2,2,local1_fixed_16_move_199_1_92,a_affinity_64_bundle_2
case_038,3,670053,452248,2.0364881583994103,3.0172714970547134,0.9807833386553031,33209272,8097792,370,3,3,3,local1_fixed_16_move_226_0_60,a_affinity_64_bundle_3
case_038,4,626200,339624,2.1791041200894283,4.017840317527619,1.8387361974381906,33209272,9295872,370,4,4,4,local1_fixed_16_move_199_2_46,a_affinity_64_bundle_4
case_038,5,616748,275133,2.2125000810703885,4.959619529463932,2.7471194483935437,33209272,9676800,370,5,5,5,local1_fixed_16_move_208_4_0,a_affinity_64_bundle_5
case_039,2,888180,703838,1.6159584768853161,2.039193678090697,0.42323520120538083,45703168,12075008,110,4,2,2,local1_fixed_48_move_50_1_0,a_affinity_64_bundle_2
case_039,3,882349,485565,1.626637532314311,2.9558596686334475,1.3292221363191365,40914944,14323712,14,3,3,3,local1_adaptive_critical_512_split_0_2,a_affinity_64_bundle_3
case_039,4,846699,395323,1.695126603432861,3.6306058590064327,1.9354792555735718,44572672,17604608,21,4,4,4,local1_adaptive_critical_291_move_10_3_0,a_affinity_64_bundle_4
case_039,5,817974,395323,1.754654793428642,3.6306058590064327,1.8759510655777907,43057152,17604608,18,4,5,4,adaptive_critical_337,a_affinity_64_bundle_4
case_040,2,245781,139970,1.0312188493008003,1.8107737372294064,0.779554887928606,3690990,688398,19,20,2,2,local1_adaptive_memory_143_merge_4_5,a_affinity_64_bundle_2
case_040,3,152524,110105,1.6617319241561983,2.301929975932065,0.6401980517758665,4590188,688398,30,20,3,3,local1_adaptive_memory_95_merge_4_6,a_affinity_64_bundle_2
case_040,4,246629,110202,1.0276731446829044,2.2999038129979494,1.272230668315045,2386950,316416,64,28,4,4,local1_fixed_48_merge_54_55,components_pipe
case_040,5,245418,110337,1.0327441344970623,2.2970898248094476,1.2643456903123853,2386950,316416,64,28,5,5,local1_fixed_48_merge_54_55,components_pipe
case_041,2,3490429,3032665,1.7201200769303715,1.979762683975975,0.2596426070456035,133803396,31174656,1037,9,2,2,local1_fixed_16_merge_123_126,a_affinity_64_bundle_2
case_041,3,2221140,2034639,2.7030970582673763,2.950870891593054,0.24777383332567782,81585312,33103872,345,9,3,3,local1_fixed_48_merge_1_2,a_affinity_64_bundle_3
