case,cores,singlecore_makespan,makespan,speedup,added_copy_bytes,partition_added_copy_bytes,spill_added_copy_bytes,selected_source,total_seconds,paired_no_l2_makespan,paired_with_l2_makespan,paired_no_l2_added_copy_bytes,paired_with_l2_added_copy_bytes,paired_l2_speedup,paired_cache_hit_rate,cache_hit_rate
case_017,5,162810,31011,5.250072554899874,338688,338688,0,round2_round1_paired_b_plan_split_2_1_split_3_1,0.016,32855,32855,338688,338688,1.0,0.050098076689791556,0.047461335811381476
case_018,5,1004367,200516,5.008912007021883,5181456,4706320,475136,round1_b_candidate_round3_round2_round1_seed_reference_a_affinity_64_bundle_5_split_5_2_split_3_1_merge_9_10_swap_2_0,0.031,200560,200560,5181456,5181456,1.0,0.5132059962999945,0.5138106572676528
case_019,5,81144,15933,5.092826209753342,399948,399948,0,paired_b_plan,0.188,15933,15933,399948,399948,1.0,0.12591147077152617,0.12591147077152617
case_020,5,532746,107491,4.956191681164005,28672,28672,0,polish_b_candidate_round1_structure_components_total_split_0_1_placement,0.078,107650,107650,0,0,1.0,0.0,0.0
case_021,5,6567937,1241101,5.292024581399902,9420800,9420800,0,b_candidate_round2_round1_structure_components_total_memory_order_merge_25_30,0.031,1241101,1241101,9420800,9420800,1.0,0.0,0.0
case_022,5,56780,11656,4.871310912834591,20736,20736,0,round1_b_candidate_round1_seed_reference_components_total_merge_1_8_swap_1_1,0.016,11828,11828,20736,20736,1.0,0.08851098704092608,0.08851098704092608
case_023,5,122614,23635,5.187814681616247,270912,270912,0,round3_round2_round1_b_candidate_round4_round3_round2_round1_seed_reference_a_affinity_64_bundle_5_split_0_2_split_5_1_split_4_1_split_7_1_split_8_1_split_3_1_split_10_1,0.016,24171,24171,270912,270912,1.0,0.20996434214520152,0.20996434214520152
case_024,5,2555343,693205,3.6862731803723285,628816,628816,0,best_placement,20.688,695298,693500,399456,399456,1.0025926459985581,0.49878412061523497,0.5654868620658884
case_025,5,4863026,970378,5.011475940303676,165888,165888,0,round4_round3_round2_round1_b_candidate_round2_round1_polish_seed_reference_fixed_4_memory_order_splitmove_3_4666_2_0_merge_0_35_splitmove_0_4667_3_0_boundary_23_4666_splitmove_0_4668_2_0_boundary_9_4668,0.187,970612,970612,124416,124416,1.0,0.0003621876131836291,0.016570605187319884
case_026,5,99203,22922,4.327850972864497,518764,518764,0,best_placement,2.484,24692,23963,412296,412296,1.0304219004298294,0.4300601282469586,0.4415258308223067
case_027,5,2363952,487545,4.848684736793527,5267456,5267456,0,round4_round3_round2_round1_b_candidate_round4_round3_round2_round1_structure_components_total_splitmove_0_16_1_0_swap_1_0_worksplit_11_3_3_merge_10_15_critical_order_boundary_1372_11_boundary_1374_11_boundary_1376_11,0.016,487545,487545,5341184,5341184,1.0,0.3894035900405327,0.33963911525029106
case_028,5,43836040,8290909,5.2872417246408085,99858432,97572864,2285568,round4_round3_round2_round1_paired_b_plan_placement_tensorlocal_1000000506_2_boundary_61_306_boundary_63_459,0.203,8330567,8318613,95330304,95330304,1.0014370184067944,0.12312787723785167,0.12838387683180533
case_029,5,37555,8510,4.413043478260869,16388,16388,0,b_candidate_round3_round2_round1_structure_components_total_move_10_1_0_worksplit_11_0_4_merge_12_17,0.782,8510,8510,16388,16388,1.0,0.0,0.0
case_030,5,2808034,559072,5.022669709804819,8753152,7480320,1272832,round4_round3_round2_round1_paired_b_plan_worksplit_481_4_97_boundary_9265_481_boundary_9266_481_boundary_9269_481,0.078,559921,559444,8736768,8736768,1.0008526322563116,0.43555064863372894,0.4352303024731084
case_031,5,1414369,303719,4.656834113111132,7924236,6139404,1784832,local_cache_order,11.406,304971,304971,7528704,7528704,1.0,0.5041244574574472,0.5138714320336728
case_032,5,41443,9259,4.47596932714116,385148,385148,0,depth_shift_8_4,3.234,10025,10017,12404,12404,1.0007986423080764,0.04239584548154957,0.35002503236944327
case_033,5,1774196,353276,5.02212434470499,7854240,6548128,1306112,paired_b_plan,0.031,353755,353276,7854240,7854240,1.0013558803881384,0.3121012658227848,0.3121012658227848
case_034,5,842996,159438,5.287296629410806,3481600,3481600,0,round5_round2_round1_paired_b_plan_move_1_2_14_boundary_2649_155_worksplit_153_2_30,0.031,159947,159779,3479552,3479552,1.001051452318515,0.4663247292995844,0.4780673588813366
case_035,5,169571,41549,4.0812293918024505,748578,748578,0,paired_b_plan,16.671,41618,41549,748578,748578,1.0016606897879612,0.46855908503858984,0.46855908503858984
case_036,5,931510,187182,4.976493466252097,4608,,,b_candidate_fixed_1,0.031,187182,187182,4608,4608,1.0,0.0,0.0
case_037,5,210001,43013,4.882268151489085,1925120,1925120,0,b_candidate_round1_seed_reference_a_affinity_64_bundle_5_split_0_2,0.0,43800,43013,1925120,1925120,1.0182967939925138,0.6425,0.6425
case_038,5,1364555,270642,5.041918844820834,9544704,8567808,976896,round1_seed_reference_a_affinity_64_bundle_5_split_0_2,0.063,274469,272533,9742848,9742848,1.00710372688812,0.3690964873485804,0.3363482751326868
case_039,5,1435262,293810,4.885000510534018,20246528,17727488,2519040,depth_shift_12_6,17.281,335425,334691,11079680,11079680,1.0021930676355206,0.22493224932249323,0.6401437371663244
case_040,5,253454,84564,2.9971855635968025,1900616,1900616,0,best_critical_order,12.938,87917,85863,1882184,1882184,1.0239218289600875,0.32607257787557714,0.323149734816887
case_041,5,6003957,1192216,5.0359641205955965,28887040,18749440,10137600,round4_round3_round2_round1_b_candidate_round2_round1_structure_affinity_64_bundle_0_memory_order_merge_11_61_worksplit_492_0_98_boundary_15929_492_boundary_15930_492_worksplit_493_3_98,0.14,1195827,1193160,28809216,28809216,1.002235240872976,0.24897624897624898,0.25046196722304687
case_042,5,1686740,342168,4.929566762526011,10274868,7374900,2899968,round5_round2_round1_b_candidate_round5_round4_round3_round2_round1_structure_affinity_64_bundle_0_tensorlocal_1000005220_0_boundary_4780_2_tensorlocal_1000005222_2_tensorlocal_1000005208_1_merge_40_45_merge_31_40_boundary_4779_1_boundary_4783_8,0.046,347330,342311,10274872,10274872,1.014662105512239,0.4346578942121485,0.4699013858267069
case_043,5,677656,148218,4.572022291489563,4730208,4730208,0,paired_b_plan,20.562,154760,148218,4730208,4730208,1.044137689079599,0.5090167082384996,0.5090167082384996
case_044,5,154407,73055,2.1135719663267403,153568,153568,0,round3_round2_round1_paired_b_plan_split_42_2_boundary_550_55_tensorlocal_1000000725_1,2.078,73856,73850,157376,157376,1.0000812457684496,0.001394700139470014,0.0016764979819931698
case_045,5,125614,26164,4.801024308209754,0,0,0,b_candidate_round1_seed_reference_a_affinity_64_bundle_5_split_2_2,0.016,26164,26164,0,0,1.0,0.0,0.0
case_046,5,276455,57036,4.847026439441756,4303232,4303232,0,local_move_0_3_0,3.703,91339,81434,3216768,3216768,1.1216322420610556,0.3920191990965131,0.612327568030362
case_047,5,326508,95862,3.4060211554109032,2187352,2187352,0,paired_b_plan,30.453,97905,95862,2187352,2187352,1.0213118858358892,0.556204059551024,0.556204059551024
case_048,5,222220,99405,2.2355012323323775,1176024,1176024,0,b_candidate_round5_round4_round3_round1_polish_seed_reference_a_chains_8_placement_merge_1200_1205_merge_227_229_placement_merge_1199_1227,2.687,99538,99405,1176024,1176024,1.0013379608671595,0.17515632475338944,0.17515632475338944
case_049,5,196276,49933,3.930787254921595,751332,751332,0,local_cache_order,12.719,51084,50006,751332,751332,1.0215574131104268,0.3594450637928899,0.35837270619879313
case_050,5,149690,36444,4.107397651190868,711724,711724,0,paired_b_plan,19.0,37271,36444,711724,711724,1.0226923499067062,0.46511141564419817,0.46511141564419817
case_051,5,607628,167667,3.6240166520543697,394680,394680,0,round6_round2_round1_structure_chains_8_tensorlocal_1000000035_2_merge_0_5_tensorlocal_1000000039_2,4.141,169438,169119,328912,328912,1.001886245779599,0.45434864562197164,0.4997103526075888
case_052,5,180301,37386,4.8226876370834,328704,328704,0,paired_b_plan,0.016,37386,37386,328704,328704,1.0,0.26032800935764544,0.26032800935764544
case_053,5,1472686,361343,4.075590228674694,9052824,5238168,3814656,current_a,23.235,383863,361844,8846040,8846040,1.0608521904467119,0.26749313518028456,0.30076467807526996
case_054,5,815051,201341,4.048112406315654,2497432,2497432,0,paired_b_plan,35.547,204298,201341,2497432,2497432,1.0146865268375542,0.32759816163220523,0.32759816163220523
case_055,5,118835,23812,4.990550982697799,198656,198656,0,round1_b_candidate_round4_round3_round2_round1_structure_components_pipe_swap_0_0_move_13_1_0_move_9_1_0_merge_0_22_swap_0_0,0.016,23813,23813,198656,198656,1.0,0.22111050187542156,0.22111050187542156
case_056,5,277285,66922,4.143405755954694,1159176,1159176,0,fork_rebundle_10,12.672,68423,67871,1191952,1191952,1.0081330759823783,0.5301825911523799,0.5099136288441333
case_057,5,59726,12929,4.6195374738958925,390432,390432,0,paired_b_plan,3.594,12929,12929,390432,390432,1.0,0.16223377152756546,0.16223377152756546
case_058,5,4539717,900112,5.043502364150239,32202752,18571264,13631488,round4_round3_round2_round1_polish_b_candidate_round1_structure_components_total_splitmove_0_255_1_0_memory_order_boundary_1090_0_boundary_1091_0_boundary_1092_0_boundary_1094_0,0.14,935251,920546,32198656,32198656,1.0159742153026574,0.6113104030386157,0.5774677658000422
case_059,5,829473,150459,5.512950371862102,4409344,4409344,0,round2_round1_paired_b_plan_swap_0_0_boundary_2943_60,0.031,150598,150598,4417536,4417536,1.0,0.7271358675197591,0.7532956685499058
case_060,5,888789,169109,5.25571672708135,3694976,3686784,8192,round4_round3_round2_round1_polish_paired_b_plan_cache_order_merge_3_26_worksplit_53_1_19_boundary_4953_53_boundary_4955_53,0.047,177085,174910,3602816,3602816,1.0124349665542278,0.4776025581842392,0.593675577943164
case_061,5,77191,18977,4.0676081572429785,110080,110080,0,depth_islands_32,2.234,19261,19261,211548,211548,1.0,0.11581601108924755,0.11831553695196523
case_062,5,2854809,560646,5.091999229460301,13532160,13243392,288768,paired_b_plan,7.625,560646,560646,13532160,13532160,1.0,0.0,0.0
case_063,5,1070397,221197,4.839111742021817,506880,506880,0,paired_b_plan,1.641,221197,221197,506880,506880,1.0,0.0,0.0
case_064,5,19116,7073,2.7026721334652906,91026,91026,0,paired_b_plan,0.547,7096,7073,91026,91026,1.0032518026297186,0.2326457245570487,0.2326457245570487
case_065,5,53068,10888,4.8739897134459955,55872,55872,0,paired_b_plan,0.016,10888,10888,55872,55872,1.0,0.05345452091160656,0.05345452091160656
case_066,5,359070,88379,4.062842983061587,2331022,2331022,0,fork_spread_0.25,9.109,93865,88921,2245486,2245486,1.0555999145308756,0.2726287627827152,0.30028337943963035
case_067,5,63834834,12289063,5.19444273334753,233676288,65885696,167790592,round2_round1_seed_reference_a_chains_8_move_73_0_0_move_73_1_0,0.109,12503907,12458034,114722304,114722304,1.0036822021837475,0.10414604176347744,0.8504638612313692
case_068,5,362095,103568,3.4962053916267575,3115592,3115592,0,paired_b_plan,14.75,111299,103568,3115592,3115592,1.0746466089911941,0.13950107833386965,0.13950107833386965
case_069,5,25144,9523,2.6403444292764884,287250,287250,0,paired_b_plan,3.328,10111,9523,287250,287250,1.0617452483461094,0.41068383009827014,0.41068383009827014
case_070,5,117300,25649,4.573277710631993,524812,524812,0,local_worksplit_8_4_1,3.375,26271,26247,449024,449024,1.0009143902160247,0.2586864499437208,0.2436195922558714
case_071,5,18919,7407,2.5542054813014716,248850,248850,0,local_move_7_3_1,1.656,7489,7408,248850,248850,1.0109341252699784,0.3928560972039233,0.32681159420289857
case_072,5,23897828,4711214,5.072541387421586,113476272,39920304,73555968,round4_round2_round1_polish_b_candidate_round4_round3_round2_round1_polish_seed_reference_a_affinity_64_bundle_0_memory_order_worksplit_475_4_96_worksplit_476_1_96_worksplit_477_0_95_worksplit_475_1_0_memory_order_split_3_1_boundary_23017_478_boundary_23020_478,0.25,4717309,4715418,113566384,113566384,1.0004010248932331,0.1333797392758215,0.13241404498847917
case_073,5,10081626,1731697,5.821818713088953,21319168,21319168,0,paired_b_plan,0.046,1795381,1731697,21319168,21319168,1.0367754867046601,0.3941519991149979,0.3941519991149979
case_074,5,1682239,333530,5.043741192696309,8744960,6914048,1830912,round2_round1_b_candidate_round3_round2_round1_structure_components_pipe_placement_swap_0_0_split_0_1_placement_swap_0_0,0.047,340184,334778,8613888,8613888,1.0161480145051347,0.28892506019164477,0.2837036445268187
case_075,5,1441809,337838,4.267752591478756,6041112,6041112,0,paired_b_plan,20.797,340428,337838,6041112,6041112,1.0076663963201298,0.3326343781438708,0.3326343781438708
case_076,5,6185113,1232435,5.018611934909346,40553472,16297984,24255488,paired_b_plan,0.172,1240011,1232435,40553472,40553472,1.0061471801758308,0.4460614091199854,0.4460614091199854
case_077,5,495320,108452,4.567181794711024,1446302,1446302,0,local_cache_order,12.703,112046,108787,1446302,1446302,1.0299576236131156,0.17501966952729675,0.18121595569874108
case_078,5,2296143,438928,5.231252050450188,12195840,12195840,0,round2_round1_b_candidate_round3_round2_round1_structure_chains_8_split_10_1_boundary_66_32_merge_168_173_placement_boundary_57_8,0.016,482490,451577,12326400,12326400,1.0684556565104069,0.47372019582363784,0.4721112663649342
case_079,5,31052251,6002294,5.173397204468825,41406464,24084480,17321984,round4_round3_round2_round1_paired_b_plan_swap_0_0_boundary_16398_288_boundary_16434_235_boundary_16437_235,0.156,6004186,6002434,41480192,41480192,1.000291881593367,0.28154787931788366,0.2961228776474707
case_080,5,292138,64571,4.5242910904275915,5017600,5017600,0,depth_islands_4,6.437,96421,76661,3764224,3764224,1.257758182126505,0.4370860927152318,0.5488578680203046
case_081,5,151795,30943,4.905632937982743,0,0,0,b_candidate_round1_seed_reference_a_affinity_64_bundle_5_split_0_2,0.031,30943,30943,0,0,1.0,0.0,0.0
case_082,5,721041,190693,3.781161343101215,6334646,6334646,0,paired_b_plan,19.391,198995,190693,6334646,6334646,1.0435359452103643,0.3672255432653855,0.3672255432653855
case_083,5,1057993,208913,5.064275559682739,8922496,8922496,0,paired_b_plan,0.046,209091,208913,8922496,8922496,1.0008520293136378,0.10807630821698817,0.10807630821698817
case_084,5,2507412,255133,9.827862330627555,18432,18432,0,b_candidate_round3_round2_round1_seed_reference_local1_fixed_1_move_7_2_1720_move_15_3_1720_memory_order_merge_0_40,0.109,255133,255133,18432,18432,1.0,0.0,0.0
case_085,5,3187899,741227,4.300840363343483,10045208,10045208,0,paired_b_plan,52.859,776271,741227,10045208,10045208,1.047278364117875,0.49876878017309134,0.49876878017309134
case_086,5,118403,42288,2.7999195989405976,1634904,1634904,0,best_cache_order,5.906,45009,42314,1634904,1634904,1.0636905043248097,0.49721607957887526,0.552543054345641
case_087,5,3974071,829669,4.789947557399397,12487680,5184000,7303680,paired_b_plan,0.156,833349,829669,12487680,12487680,1.0044355037972974,0.3026709674979806,0.3026709674979806
case_088,5,243623,70671,3.4472838929688274,2333656,2333656,0,paired_b_plan,13.891,76907,70671,2333656,2333656,1.0882398720833157,0.14993803671222303,0.14993803671222303
case_089,5,693092,132818,5.218358957370236,2514432,2514432,0,round4_round3_round2_round1_paired_b_plan_merge_120_125_boundary_188_1_boundary_300_1882_merge_115_120,0.063,133044,132916,2506240,2506240,1.0009630142345542,0.17001924349028805,0.14160314506932356
case_090,5,1178363,242227,4.864705420948119,8823168,8823168,0,round4_round3_round2_round1_b_candidate_round1_polish_seed_reference_local1_fixed_1_move_217_1_0_critical_order_merge_116_501_move_245_0_0_move_103_0_111_merge_102_103_boundary_560_395,0.031,246364,245144,8839008,8839008,1.0049766667754463,0.15361533505723288,0.20580625220770046
case_091,5,9186769,1832296,5.013801809314653,62597632,25913344,36684288,paired_b_plan,0.172,1855009,1832296,62597632,62597632,1.012395922929483,0.2655798698028528,0.2655798698028528
case_092,5,4815554,814939,5.909097490732435,13818240,12575104,1243136,paired_b_plan,0.094,826466,814939,13818240,13818240,1.0141446169590607,0.21885662640316297,0.21885662640316297
case_093,5,74205,15876,4.674036281179139,32768,,,b_candidate_fixed_4,1.593,15876,15876,32768,32768,1.0,0.0,0.0
case_094,5,94892,20380,4.656133464180569,424800,424800,0,paired_b_plan,1.625,21573,20380,424800,424800,1.0585377821393522,0.30606341951149835,0.30606341951149835
case_095,5,2084853,420749,4.955099120853525,0,,,b_candidate_local1_fixed_1_swap_0_23,0.031,420749,420749,0,0,1.0,0.0,0.0
case_096,5,84194,22779,3.696123622634883,1112956,1112956,0,paired_b_plan,2.703,25244,22779,1112956,1112956,1.1082137056060406,0.30262421613183643,0.30262421613183643
case_097,5,11491509,2102250,5.466290403139493,21311488,17039360,4272128,paired_b_plan,0.047,2102348,2102250,21311488,21311488,1.0000466167201807,0.24523466282236103,0.24523466282236103
case_098,5,177430,45744,3.8787600559636237,393432,393432,0,paired_b_plan,1.313,45749,45744,393432,393432,1.000109303952431,0.36035101481256115,0.36035101481256115
case_099,5,1622999,328754,4.936819019692536,10131248,8451888,1679360,paired_b_plan,0.031,331265,328754,10131248,10131248,1.007637929880701,0.5988595764879968,0.5988595764879968
case_100,5,151223,36982,4.08909739873452,724700,724700,0,paired_b_plan,3.375,37131,36982,724700,724700,1.0040289870747932,0.4588125411426543,0.4588125411426543
