case,cores,singlecore_makespan,makespan,speedup,added_copy_bytes,selected_source,total_seconds,paired_no_l2_makespan,paired_with_l2_makespan,paired_no_l2_added_copy_bytes,paired_with_l2_added_copy_bytes,paired_l2_speedup,paired_cache_hit_rate,cache_hit_rate
case_079,4,31052251,8202078,3.785900475464876,224258048,b_candidate_local1_fixed_4_merge_0_4,431.856,8204821,8202078,224258048,224258048,1.000334427446313,0.039925790772910565,0.039925790772910565
case_079,5,31052251,6649269,4.670024780167564,161087488,local1_b_candidate_local1_a_selected_move_41_0_0_move_57_0_0,411.805,6697972,6698895,161071104,161071104,0.9998622160819061,0.03222569565049593,0.029924754003472893
case_080,2,292138,154846,1.8866357542332381,3784704,local2_paired_b_plan_split_1_2,13.506,156004,155116,3784704,3784704,1.005724747930581,0.30776092774308655,0.3095450490633363
case_080,3,292138,117720,2.481634386680258,6311936,local1_fixed_4_merge_17_19,16.49,129084,119007,5238784,5238784,1.0846756913458873,0.3172161172161172,0.3582474226804124
case_080,4,292138,98935,2.9528276140900593,5545984,local1_b_candidate_local2_fixed_8_split_0_1_swap_0_11,14.952,126756,99146,5545984,5545984,1.2784782038609728,0.32634521313766596,0.31795946890286514
case_080,5,292138,102354,2.854192312953084,5861376,local1_fixed_8_move_17_3_0,14.988,132635,104412,5824512,5824512,1.2703041795962149,0.29202947086403214,0.3171542553191489
case_081,2,151795,82834,1.8325204626119709,14348,local1_paired_b_plan_merge_10_11,42.338,82834,82834,14348,14348,1.0,0.009686750908605884,0.009686750908605884
case_081,3,151795,56258,2.6981940346261863,16400,local1_b_candidate_local1_fixed_16_move_40_2_54_move_81_2_27,41.599,57311,57311,8200,8200,1.0,0.007779558905087862,0.015438950935345624
case_081,4,151795,43193,3.5143426018104784,20496,local1_b_candidate_local1_fixed_24_merge_13_14_move_13_3_0,41.359,43228,43228,0,0,1.0,0.0,0.015409213174576303
case_081,5,151795,36868,4.117256157101009,8200,b_candidate_local1_fixed_16_move_40_2_41,38.126,36868,36868,8200,8200,1.0,0.007779558905087862,0.007779558905087862
case_082,2,721041,501312,1.4383078801225584,3592070,local1_paired_b_plan_swap_0_1,51.625,501895,501563,3592070,3592070,1.0006619308043057,0.08983381387218367,0.08983381387218367
case_082,3,721041,381168,1.8916619443395037,4119308,local1_b_candidate_local1_fixed_1_swap_0_10_swap_0_21,54.446,384483,381538,4119308,4119308,1.0077187593372088,0.20769830032930622,0.20917696545858475
case_082,4,721041,339038,2.1267262076817346,5323538,b_candidate_local1_fixed_1_merge_1270_1271,56.594,340254,339038,5323538,5323538,1.0035866186091236,0.2895416932323798,0.2895416932323798
case_082,5,721041,292556,2.4646255759581073,5116374,local1_paired_b_plan_swap_0_14,56.452,295059,292608,5116374,5116374,1.0083763943569555,0.33316457895019536,0.33609016283845633
case_083,2,1057993,514376,2.0568475201020266,14271616,b_candidate_local1_fixed_1_move_4_1_0,38.445,588191,514849,14255232,14255232,1.1424534183809234,0.7246616689806695,0.7263883378153977
case_083,3,1057993,374528,2.8248702366712237,14975968,b_candidate_local1_a_selected_merge_15_16,42.185,482061,374528,14975968,14975968,1.2871160500683527,0.8121012074704959,0.8121012074704959
case_083,4,1057993,272514,3.882343659408324,14810400,local1_a_selected_split_15_1,37.371,363754,275324,14409920,14409920,1.3211852217750724,0.7571939874119469,0.7848959806099778
case_083,5,1057993,237241,4.4595706475693495,15524128,local1_b_candidate_local1_a_selected_move_2_2_0_move_5_1_0,36.121,356909,245594,15182624,15182624,1.4532480435189785,0.8362174386792822,0.8246056588247056
case_084,2,2507412,1253876,1.999728840810415,9216,b_candidate_local1_fixed_1_move_23_1_2152,150.304,1253876,1253876,9216,9216,1.0,0.0,0.0
case_084,3,2507412,836116,2.9988805381071524,18432,local1_b_candidate_local1_fixed_1_move_7_2_1436_move_23_0_1435,143.436,836168,836168,9216,9216,1.0,0.0,0.0
case_084,4,2507412,627288,3.99722615449363,9216,local1_b_candidate_local1_fixed_1_move_32_2_0_merge_39_64,153.179,627852,627852,9216,9216,1.0,0.0,0.0
case_084,5,2507412,502296,4.991901189736729,18432,local1_b_candidate_local1_fixed_1_move_7_2_860_move_15_3_1720,144.575,503420,503420,9216,9216,1.0,0.0,0.0
case_085,2,3187899,2270171,1.4042550098648956,15902342,local1_paired_b_plan_swap_0_1,445.562,2270897,2270429,15902342,15902342,1.000206128445329,0.059566200758385195,0.059566200758385195
case_085,3,3187899,1683271,1.893871515638302,20173324,local1_paired_b_plan_merge_2035_2036,425.952,1686610,1683271,20173324,20173324,1.0019836378099545,0.16884475902093957,0.16884475902093957
case_085,4,3187899,1481702,2.151511572502433,26305010,local1_paired_b_plan_swap_0_2,444.289,1495900,1481714,26305010,26305010,1.009574047353268,0.27235440975467007,0.27235440975467007
case_085,5,3187899,1210366,2.6338305933907593,26506324,local1_paired_b_plan_merge_2073_2074,373.321,1219650,1210366,26506324,26506324,1.0076704071330491,0.2827572502456883,0.2827572502456883
case_086,2,118403,94782,1.2492139857778903,325414,local1_paired_b_plan_split_163_2,33.87,94790,94790,325414,325414,1.0,0.07799899894332907,0.07799899894332907
case_086,3,118403,91500,1.2940218579234972,2134540,fixed_4,42.965,91874,91874,436492,436492,1.0,0.10719154432680576,0.1881267510781382
case_086,4,118403,90022,1.3152673790851126,2505938,fixed_4,43.853,90391,90402,462316,462316,0.999878321276078,0.12864517156497865,0.2668919079739707
case_086,5,118403,86643,1.3665616379857577,2778744,b_candidate_local1_fixed_4_split_1298_1,44.069,89153,86643,2778744,2778744,1.0289694493496302,0.3104547267256182,0.3104547267256182
case_087,2,3974071,2280701,1.7424778609734464,12814366,local1_paired_b_plan_split_1034_1,619.079,2283704,2280701,12814366,12814366,1.001316700435524,0.36997021005741504,0.36997021005741504
case_087,3,3974071,1783622,2.22809036892346,13741884,b_candidate_local1_fixed_4_merge_239_240,526.632,1789827,1783622,13741884,13741884,1.0034788761295834,0.389831818234534,0.389831818234534
case_087,4,3974071,1548682,2.566098785935395,18567128,b_candidate_local1_fixed_4_merge_511_512,519.753,1553448,1548682,18567128,18567128,1.0030774555396136,0.5061538028967623,0.5061538028967623
case_087,5,3974071,1386485,2.8662920983638482,19549802,b_candidate_local1_fixed_4_merge_1557_1558,509.149,1391400,1386485,19549802,19549802,1.0035449355744923,0.5141829984898909,0.5141829984898909
case_088,2,243623,132392,1.840164058251254,1342458,b_candidate_local1_fixed_2_swap_0_6,32.793,132430,132430,1342458,1342458,1.0,0.10621667675154636,0.10838064069393365
case_088,3,243623,114470,2.128269415567398,1813644,local1_paired_b_plan_merge_1035_1036,32.864,114528,114470,1813644,1813644,1.0005066829737048,0.18774484670228386,0.18774484670228386
case_088,4,243623,104870,2.3230952607990845,2318122,b_candidate_local1_fixed_2_swap_0_14,33.995,111240,104992,2318122,2318122,1.059509295946358,0.20300624668595402,0.20449466031610183
case_088,5,243623,105135,2.3172397393826984,2309560,local1_paired_b_plan_swap_0_14,34.359,107616,105343,2309560,2309560,1.0215771337440551,0.17684043132478752,0.1771444655381376
case_089,2,693092,346832,1.998350786547954,238720,b_candidate_fixed_4,35.167,346832,346832,238720,238720,1.0,0.0,0.0
case_089,3,693092,243614,2.8450417463692563,477440,b_candidate_fixed_4,35.059,243614,243614,477440,477440,1.0,0.0,0.0
case_089,4,693092,178160,3.8902784014369107,716160,b_candidate_fixed_4,34.338,178160,178160,716160,716160,1.0,0.0,0.0
case_089,5,693092,147432,4.701096098540344,954880,b_candidate_fixed_4,33.554,147432,147432,954880,954880,1.0,0.0,0.0
case_090,2,1178363,643929,1.8299579612037973,21752856,local1_paired_b_plan_merge_501_512,12.509,652852,643981,21752856,21752856,1.0137752511331857,0.02660713619210078,0.02660713619210078
case_090,3,1178363,451716,2.608636842617928,22462104,local1_a_selected_split_4_1,16.151,504447,502557,21670368,21670368,1.0037607674353357,0.021075213515998007,0.23258426637566085
case_090,4,1178363,440759,2.6734859639848536,21553992,local1_paired_b_plan_merge_857_896,11.936,489493,441218,21553344,21553344,1.1094130339197403,0.2254791454730417,0.225912411357979
case_090,5,1178363,403652,2.9192547045474817,21618936,local1_b_candidate_local1_fixed_1_move_245_1_0_move_217_1_0,12.222,458600,420897,21618936,21618936,1.0895777351703624,0.1255776158452644,0.19437109237491287
case_091,2,9186769,4627138,1.9854106361210753,71155732,local1_paired_b_plan_split_50_1,864.292,4634177,4627138,71155732,71155732,1.0015212427206623,0.10228870938604043,0.10228870938604043
case_091,3,9186769,3111645,2.9523833856368578,79866948,local1_b_candidate_local1_fixed_16_move_53_0_0_split_53_1,768.893,3124069,3112403,79873092,79873092,1.0037482292620847,0.14978936134168122,0.14571435196159044
case_091,4,9186769,2375526,3.8672567675537963,79719968,local1_paired_b_plan_split_50_1,690.473,2399292,2375564,79719968,79719968,1.0099883648683008,0.18945351048360035,0.18983531985234717
case_091,5,9186769,1949870,4.71147768825614,81790912,local1_b_candidate_local1_fixed_16_merge_139_149_move_82_2_0,560.705,1968372,1955324,81855424,81855424,1.0066730628785818,0.15495015779553262,0.16304877021056308
case_092,2,4815554,2256518,2.134064075713112,66419488,b_candidate_local1_fixed_1_move_4_1_0,298.085,2549768,2256784,66403104,66403104,1.129823678296195,0.7715601426037183,0.771946177661348
case_092,3,4815554,1503209,3.203515944888568,66918720,a_selected,271.614,1831933,1535495,67442752,67442752,1.1930569620871445,0.7695866973167713,0.8143289911718259
case_092,4,4815554,1467630,3.28117713592663,67222688,local1_paired_b_plan_split_0_1,262.215,1808909,1467630,67222688,67222688,1.2325374924197516,0.7973112520191732,0.7973112520191732
case_092,5,4815554,1184877,4.064180501436014,67040032,local1_b_candidate_fixed_4_move_0_2_0,258.364,1649430,1351088,66980256,66980256,1.220816112644032,0.580675424788359,0.6997584800242461
case_093,2,74205,37827,1.9616940280751844,8192,b_candidate_fixed_4,5.156,37827,37827,8192,8192,1.0,0.0,0.0
case_093,3,74205,25103,2.956021192686133,16384,b_candidate_fixed_8,5.736,25103,25103,16384,16384,1.0,0.0,0.0
case_093,4,74205,19779,3.751706355225239,24576,b_candidate_fixed_8,5.986,19779,19779,24576,24576,1.0,0.0,0.0
case_093,5,74205,15876,4.674036281179139,32768,b_candidate_fixed_4,5.438,15876,15876,32768,32768,1.0,0.0,0.0
case_094,2,94892,50231,1.889112301168601,426932,local1_b_candidate_local1_fixed_4_move_126_1_0_move_119_0_36,5.502,50296,50280,390068,390068,1.0003182179793157,0.12208512045898669,0.11903568089114143
case_094,3,94892,42326,2.241931673203232,468040,b_candidate_local1_fixed_4_move_119_0_21,5.062,42927,42366,458824,458824,1.0132417504602746,0.09095626739632967,0.10180394350440498
case_094,4,94892,36056,2.6317949855779896,1192080,local1_b_candidate_local1_fixed_2_move_239_0_58_move_0_1_0,4.841,37104,36383,1188240,1188240,1.0198169474754692,0.07038422071169328,0.12188926999253767
case_094,5,94892,32697,2.902162277884821,1228180,local1_paired_b_plan_move_252_4_34,4.552,34668,33085,1228180,1228180,1.0478464560979295,0.14608045194863686,0.12602865800823415
case_095,2,2084853,1040574,2.003560534858645,36864,local1_b_candidate_local1_fixed_1_swap_0_23_move_15_0_924,59.591,1042787,1042787,0,0,1.0,0.0,0.0
case_095,3,2084853,695672,2.9968907761128807,0,b_candidate_local1_fixed_1_swap_0_23,57.093,695672,695672,0,0,1.0,0.0,0.0
case_095,4,2084853,524150,3.9775884765811313,36864,local1_b_candidate_local1_fixed_1_swap_0_23_move_0_2_0,56.545,524319,524319,0,0,1.0,0.0,0.0
case_095,5,2084853,420749,4.955099120853525,0,b_candidate_local1_fixed_1_swap_0_23,51.985,420749,420749,0,0,1.0,0.0,0.0
case_096,2,84194,46618,1.8060405851816894,114048,local1_b_candidate_local1_fixed_4_swap_0_3_swap_0_7,9.714,46721,46620,114048,114048,1.0021664521664522,0.2904327581134151,0.2904327581134151
case_096,3,84194,31795,2.6480264192483096,208156,local1_paired_b_plan_split_55_1,9.06,32111,31815,208156,208156,1.0093037875216093,0.2777067485449977,0.2777067485449977
case_096,4,84194,28935,2.90976326248488,226320,local1_paired_b_plan_swap_0_3,8.996,29818,28940,226320,226320,1.0303386316516931,0.45778932811978446,0.45778932811978446
case_096,5,84194,28782,2.9252310471822667,278712,local1_b_candidate_local1_fixed_4_swap_0_5_merge_55_56,8.803,29730,29214,278712,278712,1.017662764428014,0.4480231420571467,0.4480231420571467
case_097,2,11491509,5604688,2.0503387521303593,92143616,b_candidate_local1_fixed_1_merge_309_312,121.763,5605050,5604688,92143616,92143616,1.0000645887871011,0.002510186263096624,0.002510186263096624
case_097,3,11491509,4127842,2.783902339285273,13441024,local1_paired_b_plan_move_618_2_0,83.151,4149567,4136614,13385728,13385728,1.0031313049755186,0.31401303538175046,0.313233414662484
case_097,4,11491509,2785976,4.124769560111071,11925504,local1_b_candidate_local1_fixed_4_move_0_1_0_move_103_2_0,76.402,2848231,2792163,11851776,11851776,1.0200804895702722,0.28427753023551877,0.32136057875364893
case_097,5,11491509,2588705,4.4390956095808525,100177920,local1_b_candidate_local1_fixed_1_move_13_3_0_move_5_2_0,116.518,2591914,2594921,100177920,100177920,0.9988411978630564,0.05206177360292947,0.052157299793026586
case_098,2,177430,113696,1.5605650154798762,907806,local1_paired_b_plan_swap_0_19,9.943,113927,113725,907806,907806,1.001776214552649,0.3141872000350644,0.3141872000350644
case_098,3,177430,87119,2.0366395390213388,1019686,local1_paired_b_plan_merge_967_984,10.873,90666,88777,1019686,1019686,1.0212780337249512,0.20617383182273696,0.20617383182273696
case_098,4,177430,72630,2.44292991876635,1134418,b_candidate_local1_fixed_1_merge_928_929,10.843,75598,72630,1134418,1134418,1.0408646564780393,0.2806939942388763,0.2806939942388763
case_098,5,177430,64209,2.763319783830927,1447346,local1_paired_b_plan_move_944_4_0,11.384,67558,64943,1430962,1430962,1.0402660794850869,0.3653153997777361,0.3682738309291115
case_099,2,1622999,856658,1.8945705287290844,6631192,local1_b_candidate_local1_fixed_1_move_5820_0_1529_move_5806_0_1529,82.385,856969,856658,6639384,6639384,1.0003630386922202,0.014922429259782169,0.014922429259782169
case_099,3,1622999,575933,2.8180343894168245,12049740,b_candidate_local1_fixed_1_merge_5806_5809,95.819,577336,575933,12049740,12049740,1.0024360472485514,0.26920145130922857,0.26920145130922857
case_099,4,1622999,444288,3.6530336178334775,11888516,local1_paired_b_plan_merge_5821_5830,80.163,447235,444288,11888516,11888516,1.0066330848458658,0.19123458842721627,0.19123458842721627
case_099,5,1622999,387283,4.1907313256714085,16985472,b_candidate_fixed_1,79.336,407756,387553,16985472,16985472,1.0521296442035024,0.33343475431936376,0.33343475431936376
case_100,2,151223,86289,1.7525177021404814,397772,b_candidate_fixed_4,12.412,86478,86289,397772,397772,1.0021903139449988,0.38690274268760094,0.38690274268760094
case_100,3,151223,67973,2.2247510040751477,530876,local1_b_candidate_local1_fixed_4_swap_0_2_split_109_1,13.061,69343,68475,530876,530876,1.0126761591821833,0.44519318137355063,0.44519318137355063
case_100,4,151223,60413,2.503153294820651,905764,b_candidate_local1_fixed_4_merge_105_106,12.311,61233,60413,905764,905764,1.0135732375482098,0.571184087927133,0.571184087927133
case_100,5,151223,54742,2.762467575170801,954712,local1_paired_b_plan_split_107_1,12.232,56967,55170,954712,954712,1.0325720500271887,0.5788499974455397,0.5788499974455397
